cnt_idx	ref_token	ref_kind	source_column	line_no
CNT-IDX-0000001	1,17	NUMPAIR	p001-c00	3
CNT-IDX-0000001	;	SEP	p001-c00	3
CNT-IDX-0000001	16	NUM	p001-c00	3
CNT-IDX-0000001	54	NUM	p001-c00	3
CNT-IDX-0000002	119,88	NUMPAIR	p001-c00	4
CNT-IDX-0000002	;	SEP	p001-c00	4
CNT-IDX-0000002	121	NUM	p001-c00	4
CNT-IDX-0000002	52	NUM	p001-c00	4
CNT-IDX-0000002	;	SEP	p001-c00	4
CNT-IDX-0000002	131,58	NUMPAIR	p001-c00	4
CNT-IDX-0000002	;	SEP	p001-c00	4
CNT-IDX-0000002	v.	SIGLA	p001-c00	4
CNT-IDX-0000003	1,1	NUMPAIR	p001-c00	6
CNT-IDX-0000004	22	NUM	p001-c00	8
CNT-IDX-0000004	36	NUM	p001-c00	8
CNT-IDX-0000005	121,102	NUMPAIR	p001-c00	9
CNT-IDX-0000005	;	SEP	p001-c00	9
CNT-IDX-0000006	77	NUM	p001-c00	10
CNT-IDX-0000006	72	NUM	p001-c00	10
CNT-IDX-0000007	5-	OTHER	p001-c00	11
CNT-IDX-0000008	67	NUM	p001-c00	13
CNT-IDX-0000008	49	NUM	p001-c00	13
CNT-IDX-0000009	77	NUM	p001-c00	14
CNT-IDX-0000009	93	NUM	p001-c00	14
CNT-IDX-0000010	4	NUM	p001-c00	15
CNT-IDX-0000010	24	NUM	p001-c00	15
CNT-IDX-0000010	^	MARK	p001-c00	15
CNT-IDX-0000011	4	NUM	p001-c00	16
CNT-IDX-0000011	85	NUM	p001-c00	16
CNT-IDX-0000012	84	NUM	p001-c00	17
CNT-IDX-0000012	82	NUM	p001-c00	17
CNT-IDX-0000013	33	NUM	p001-c00	18
CNT-IDX-0000013	48	NUM	p001-c00	18
CNT-IDX-0000014	55	NUM	p001-c00	19
CNT-IDX-0000014	46	NUM	p001-c00	19
CNT-IDX-0000015	128	NUM	p001-c00	22
CNT-IDX-0000015	11	NUM	p001-c00	22
CNT-IDX-0000016	121,98	NUMPAIR	p001-c00	23
CNT-IDX-0000016	;	SEP	p001-c00	23
CNT-IDX-0000016	J	SIGLA	p001-c00	23
CNT-IDX-0000016	125,87	NUMPAIR	p001-c00	23
CNT-IDX-0000016	;	SEP	p001-c00	23
CNT-IDX-0000016	129,35	NUMPAIR	p001-c00	23
CNT-IDX-0000017	67	NUM	p001-c00	25
CNT-IDX-0000017	8	NUM	p001-c00	25
CNT-IDX-0000018	19	NUM	p001-c00	26
CNT-IDX-0000018	74	NUM	p001-c00	26
CNT-IDX-0000019	53	NUM	p001-c00	27
CNT-IDX-0000019	75	NUM	p001-c00	27
CNT-IDX-0000019	°	MARK	p001-c00	27
CNT-IDX-0000020	12	NUM	p001-c00	28
CNT-IDX-0000020	60	NUM	p001-c00	28
CNT-IDX-0000021	112,97	NUMPAIR	p001-c00	29
CNT-IDX-0000022	7	NUM	p001-c00	30
CNT-IDX-0000022	27	NUM	p001-c00	30
CNT-IDX-0000023	7	NUM	p001-c00	31
CNT-IDX-0000023	42	NUM	p001-c00	31
CNT-IDX-0000024	28,94	NUMPAIR	p001-c00	32
CNT-IDX-0000025	120,56	NUMPAIR	p001-c00	33
CNT-IDX-0000025	;	SEP	p001-c00	33
CNT-IDX-0000025	121	NUM	p001-c00	33
CNT-IDX-0000025	464s	OTHER	p001-c00	33
CNT-IDX-0000025	195,8	NUMPAIR	p001-c00	33
CNT-IDX-0000025	;	SEP	p001-c00	33
CNT-IDX-0000025	1:	OTHER	p001-c00	33
CNT-IDX-0000026	4,24	NUMPAIR	p001-c00	35
CNT-IDX-0000027	74	NUM	p001-c00	36
CNT-IDX-0000027	10	NUM	p001-c00	36
CNT-IDX-0000028	12	NUM	p001-c00	38
CNT-IDX-0000028	26	NUM	p001-c00	38
CNT-IDX-0000029	12	NUM	p001-c00	39
CNT-IDX-0000029	43	NUM	p001-c00	39
CNT-IDX-0000030	105	NUM	p001-c00	40
CNT-IDX-0000030	15	NUM	p001-c00	40
CNT-IDX-0000031	105	NUM	p001-c00	41
CNT-IDX-0000031	15	NUM	p001-c00	41
CNT-IDX-0000031	°	MARK	p001-c00	41
CNT-IDX-0000032	28	NUM	p001-c00	42
CNT-IDX-0000032	86	NUM	p001-c00	42
CNT-IDX-0000033	13	NUM	p001-c00	43
CNT-IDX-0000033	2	NUM	p001-c00	43
CNT-IDX-0000034	120,33	NUMPAIR	p001-c00	44
CNT-IDX-0000034	;	SEP	p001-c00	44
CNT-IDX-0000034	135	NUM	p001-c00	44
CNT-IDX-0000034	72	NUM	p001-c00	44
CNT-IDX-0000034	;	SEP	p001-c00	44
CNT-IDX-0000034	131	NUM	p001-c00	44
CNT-IDX-0000034	9	NUM	p001-c00	44
CNT-IDX-0000035	28	NUM	p001-c00	47
CNT-IDX-0000035	69	NUM	p001-c00	47
CNT-IDX-0000036	67	NUM	p001-c00	48
CNT-IDX-0000036	47	NUM	p001-c00	48
CNT-IDX-0000037	4	NUM	p001-c00	50
CNT-IDX-0000038	125	NUM	p001-c00	51
CNT-IDX-0000038	261	NUM	p001-c00	51
CNT-IDX-0000039	13	NUM	p001-c00	52
CNT-IDX-0000039	1	NUM	p001-c00	52
CNT-IDX-0000040	22,98	NUMPAIR	p001-c00	53
CNT-IDX-0000041	29	NUM	p001-c00	54
CNT-IDX-0000041	74	NUM	p001-c00	54
CNT-IDX-0000042	37	NUM	p001-c00	55
CNT-IDX-0000042	89	NUM	p001-c00	55
CNT-IDX-0000043	3	NUM	p001-c01	3
CNT-IDX-0000043	10	NUM	p001-c01	3
CNT-IDX-0000044	48	NUM	p001-c01	4
CNT-IDX-0000044	75	NUM	p001-c01	4
CNT-IDX-0000044	°	MARK	p001-c01	4
CNT-IDX-0000045	48	NUM	p001-c01	5
CNT-IDX-0000045	72	NUM	p001-c01	5
CNT-IDX-0000046	103	NUM	p001-c01	7
CNT-IDX-0000046	26	NUM	p001-c01	7
CNT-IDX-0000046	;	SEP	p001-c01	7
CNT-IDX-0000046	130	NUM	p001-c01	7
CNT-IDX-0000047	97	NUM	p001-c01	8
CNT-IDX-0000047	79	NUM	p001-c01	8
CNT-IDX-0000048	47	NUM	p001-c01	9
CNT-IDX-0000048	43	NUM	p001-c01	9
CNT-IDX-0000049	23	NUM	p001-c01	10
CNT-IDX-0000049	69	NUM	p001-c01	10
CNT-IDX-0000049	°	MARK	p001-c01	10
CNT-IDX-0000049	132,151	NUMPAIR	p001-c01	10
CNT-IDX-0000049	abradit	OTHER	p001-c01	10
CNT-IDX-0000049	71	NUM	p001-c01	10
CNT-IDX-0000049	91	NUM	p001-c01	10
CNT-IDX-0000050	120,66	NUMPAIR	p001-c01	12
CNT-IDX-0000050	;	SEP	p001-c01	12
CNT-IDX-0000050	12	NUM	p001-c01	12
CNT-IDX-0000050	15%	OTHER	p001-c01	12
CNT-IDX-0000050	194,67	NUMPAIR	p001-c01	12
CNT-IDX-0000050	;	SEP	p001-c01	12
CNT-IDX-0000050	195	NUM	p001-c01	12
CNT-IDX-0000050	24	NUM	p001-c01	12
CNT-IDX-0000050	60	NUM	p001-c01	12
CNT-IDX-0000050	86	NUM	p001-c01	12
CNT-IDX-0000050	Abram	OTHER	p001-c01	12
CNT-IDX-0000050	120	NUM	p001-c01	12
CNT-IDX-0000050	65	NUM	p001-c01	12
CNT-IDX-0000050	;	SEP	p001-c01	12
CNT-IDX-0000050	12:	OTHER	p001-c01	12
CNT-IDX-0000050	194,66	NUMPAIR	p001-c01	12
CNT-IDX-0000050	;	SEP	p001-c01	12
CNT-IDX-0000050	125,93	NUMPAIR	p001-c01	12
CNT-IDX-0000050	;	SEP	p001-c01	12
CNT-IDX-0000050	1:	OTHER	p001-c01	12
CNT-IDX-0000051	87	NUM	p001-c01	16
CNT-IDX-0000051	67	NUM	p001-c01	16
CNT-IDX-0000052	31	NUM	p001-c01	17
CNT-IDX-0000052	19	NUM	p001-c01	17
CNT-IDX-0000053	46	NUM	p001-c01	18
CNT-IDX-0000053	61	NUM	p001-c01	18
CNT-IDX-0000054	46	NUM	p001-c01	19
CNT-IDX-0000054	67	NUM	p001-c01	19
CNT-IDX-0000055	15	NUM	p001-c01	20
CNT-IDX-0000055	61”	OTHER	p001-c01	20
CNT-IDX-0000056	10	NUM	p001-c01	21
CNT-IDX-0000056	91	NUM	p001-c01	21
CNT-IDX-0000057	11	NUM	p001-c01	22
CNT-IDX-0000057	13	NUM	p001-c01	22
CNT-IDX-0000058	11	NUM	p001-c01	23
CNT-IDX-0000058	38	NUM	p001-c01	23
CNT-IDX-0000059	11	NUM	p001-c01	24
CNT-IDX-0000059	59	NUM	p001-c01	24
CNT-IDX-0000059	24	NUM	p001-c01	24
CNT-IDX-0000059	115	NUM	p001-c01	24
CNT-IDX-0000059	;	SEP	p001-c01	24
CNT-IDX-0000059	abscondit	OTHER	p001-c01	24
CNT-IDX-0000059	abscondidit	OTHER	p001-c01	24
CNT-IDX-0000060	22,82	NUMPAIR	p001-c01	27
CNT-IDX-0000061	22	NUM	p001-c01	28
CNT-IDX-0000061	32	NUM	p001-c01	28
CNT-IDX-0000061	°	MARK	p001-c01	28
CNT-IDX-0000062	29	NUM	p001-c01	29
CNT-IDX-0000062	95	NUM	p001-c01	29
CNT-IDX-0000063	103	NUM	p001-c01	30
CNT-IDX-0000063	85	NUM	p001-c01	30
CNT-IDX-0000064	103	NUM	p001-c01	31
CNT-IDX-0000064	86	NUM	p001-c01	31
CNT-IDX-0000065	1	NUM	p001-c01	32
CNT-IDX-0000065	75	NUM	p001-c01	32
CNT-IDX-0000066	48	NUM	p001-c01	33
CNT-IDX-0000066	100	NUM	p001-c01	33
CNT-IDX-0000067	49	NUM	p001-c01	34
CNT-IDX-0000067	7	NUM	p001-c01	34
CNT-IDX-0000067	31,4	NUMPAIR	p001-c01	34
CNT-IDX-0000067	abstulit	OTHER	p001-c01	34
CNT-IDX-0000067	22	NUM	p001-c01	34
CNT-IDX-0000067	81	NUM	p001-c01	34
CNT-IDX-0000067	°	MARK	p001-c01	34
CNT-IDX-0000068	32	NUM	p001-c01	37
CNT-IDX-0000068	13	NUM	p001-c01	37
CNT-IDX-0000068	01	NUM	p001-c01	37
CNT-IDX-0000068	absumpsit	OTHER	p001-c01	37
CNT-IDX-0000068	32	NUM	p001-c01	37
CNT-IDX-0000068	78	NUM	p001-c01	37
CNT-IDX-0000069	27	NUM	p001-c01	39
CNT-IDX-0000069	55	NUM	p001-c01	39
CNT-IDX-0000070	76	NUM	p001-c01	40
CNT-IDX-0000070	55	NUM	p001-c01	40
CNT-IDX-0000071	20	NUM	p001-c01	41
CNT-IDX-0000071	78	NUM	p001-c01	41
CNT-IDX-0000072	24	NUM	p001-c01	42
CNT-IDX-0000072	87	NUM	p001-c01	42
CNT-IDX-0000073	24	NUM	p001-c01	43
CNT-IDX-0000073	85	NUM	p001-c01	43
CNT-IDX-0000074	120	NUM	p001-c01	44
CNT-IDX-0000074	58	NUM	p001-c01	44
CNT-IDX-0000074	;	SEP	p001-c01	44
CNT-IDX-0000074	12.	OTHER	p001-c01	44
CNT-IDX-0000075	93	NUM	p001-c01	45
CNT-IDX-0000075	68	NUM	p001-c01	45
CNT-IDX-0000075	;	SEP	p001-c01	45
CNT-IDX-0000075	190	NUM	p001-c01	45
CNT-IDX-0000075	124,102	NUMPAIR	p001-c01	45
CNT-IDX-0000075	;	SEP	p001-c01	45
CNT-IDX-0000075	124	NUM	p001-c01	45
CNT-IDX-0000075	41	NUM	p001-c01	45
CNT-IDX-0000075	5	NUM	p001-c01	45
CNT-IDX-0000075	jac	OTHER	p001-c01	45
CNT-IDX-0000075	1,31	NUMPAIR	p001-c01	45
CNT-IDX-0000075	;	SEP	p001-c01	45
CNT-IDX-0000075	18	NUM	p001-c01	45
CNT-IDX-0000075	56.	OTHER	p001-c01	45
CNT-IDX-0000075	49	NUM	p001-c01	45
CNT-IDX-0000075	72	NUM	p001-c01	45
CNT-IDX-0000075	Academia	OTHER	p001-c01	45
CNT-IDX-0000075	88	NUM	p001-c01	45
CNT-IDX-0000075	83	NUM	p001-c01	45
CNT-IDX-0000076	88	NUM	p001-c01	49
CNT-IDX-0000076	84	NUM	p001-c01	49
CNT-IDX-0000077	86	NUM	p001-c01	50
CNT-IDX-0000077	13	NUM	p001-c01	50
CNT-IDX-0000078	49,75	NUMPAIR	p001-c01	51
CNT-IDX-0000078	acatus	OTHER	p001-c01	51
CNT-IDX-0000078	110	NUM	p001-c01	51
CNT-IDX-0000078	56	NUM	p001-c01	51
CNT-IDX-0000078	9	NUM	p001-c01	51
CNT-IDX-0000078	14	NUM	p001-c01	51
CNT-IDX-0000078	accedit	OTHER	p001-c01	51
CNT-IDX-0000078	10	NUM	p001-c01	51
CNT-IDX-0000078	92	NUM	p001-c01	51
CNT-IDX-0000079	76	NUM	p001-c01	53
CNT-IDX-0000079	91	NUM	p001-c01	53
CNT-IDX-0000080	76	NUM	p001-c01	54
CNT-IDX-0000080	92	NUM	p001-c01	54
CNT-IDX-0000081	10	NUM	p001-c01	55
CNT-IDX-0000081	67	NUM	p001-c01	55
CNT-IDX-0000082	11	NUM	p001-c01	56
CNT-IDX-0000082	26	NUM	p001-c01	56
CNT-IDX-0000083	11	NUM	p001-c01	57
CNT-IDX-0000083	14	NUM	p001-c01	57
CNT-IDX-0000084	11	NUM	p001-c01	58
CNT-IDX-0000084	39	NUM	p001-c01	58
CNT-IDX-0000085	97	NUM	p001-c02	4
CNT-IDX-0000085	37	NUM	p001-c02	4
CNT-IDX-0000086	97	NUM	p001-c02	5
CNT-IDX-0000086	55	NUM	p001-c02	5
CNT-IDX-0000087	97	NUM	p001-c02	6
CNT-IDX-0000087	36	NUM	p001-c02	6
CNT-IDX-0000088	10	NUM	p001-c02	7
CNT-IDX-0000088	56	NUM	p001-c02	7
CNT-IDX-0000088	65	NUM	p001-c02	7
CNT-IDX-0000088	accipiter	OTHER	p001-c02	7
CNT-IDX-0000088	111	NUM	p001-c02	7
CNT-IDX-0000088	37	NUM	p001-c02	7
CNT-IDX-0000089	11	NUM	p001-c02	9
CNT-IDX-0000089	60	NUM	p001-c02	9
CNT-IDX-0000090	94	NUM	p001-c02	10
CNT-IDX-0000090	10	NUM	p001-c02	10
CNT-IDX-0000091	114	NUM	p001-c02	11
CNT-IDX-0000091	95	NUM	p001-c02	11
CNT-IDX-0000092	37	NUM	p001-c02	12
CNT-IDX-0000092	20	NUM	p001-c02	12
CNT-IDX-0000092	1,16	NUMPAIR	p001-c02	12
CNT-IDX-0000092	;	SEP	p001-c02	12
CNT-IDX-0000092	acconmodat	OTHER	p001-c02	12
CNT-IDX-0000092	20	NUM	p001-c02	12
CNT-IDX-0000092	8	NUM	p001-c02	12
CNT-IDX-0000093	81	NUM	p001-c02	14
CNT-IDX-0000093	31	NUM	p001-c02	14
CNT-IDX-0000093	°	MARK	p001-c02	14
CNT-IDX-0000093	31,31	NUMPAIR	p001-c02	14
CNT-IDX-0000093	aceumbit	OTHER	p001-c02	14
CNT-IDX-0000093	$1	OTHER	p001-c02	14
CNT-IDX-0000093	36	NUM	p001-c02	14
CNT-IDX-0000094	90	NUM	p001-c02	17
CNT-IDX-0000094	6	NUM	p001-c02	17
CNT-IDX-0000095	35	NUM	p001-c02	18
CNT-IDX-0000095	56	NUM	p001-c02	18
CNT-IDX-0000096	30	NUM	p001-c02	20
CNT-IDX-0000096	76	NUM	p001-c02	20
CNT-IDX-0000097	54	NUM	p001-c02	21
CNT-IDX-0000097	64	NUM	p001-c02	21
CNT-IDX-0000098	54	NUM	p001-c02	22
CNT-IDX-0000098	67	NUM	p001-c02	22
CNT-IDX-0000099	54	NUM	p001-c02	23
CNT-IDX-0000099	65	NUM	p001-c02	23
CNT-IDX-0000100	91	NUM	p001-c02	24
CNT-IDX-0000100	51	NUM	p001-c02	24
CNT-IDX-0000101	69	NUM	p001-c02	25
CNT-IDX-0000101	77	NUM	p001-c02	25
CNT-IDX-0000101	12,88	NUMPAIR	p001-c02	25
CNT-IDX-0000101	acetum	OTHER	p001-c02	25
CNT-IDX-0000101	69	NUM	p001-c02	25
CNT-IDX-0000101	76	NUM	p001-c02	25
CNT-IDX-0000102	86	NUM	p001-c02	27
CNT-IDX-0000102	31	NUM	p001-c02	27
CNT-IDX-0000103	86	NUM	p001-c02	28
CNT-IDX-0000103	32	NUM	p001-c02	28
CNT-IDX-0000104	99	NUM	p001-c02	29
CNT-IDX-0000104	95	NUM	p001-c02	29
CNT-IDX-0000105	58	NUM	p001-c02	30
CNT-IDX-0000105	91	NUM	p001-c02	30
CNT-IDX-0000106	58	NUM	p001-c02	31
CNT-IDX-0000106	92	NUM	p001-c02	31
CNT-IDX-0000107	115	NUM	p001-c02	32
CNT-IDX-0000107	10	NUM	p001-c02	32
CNT-IDX-0000108	69	NUM	p001-c02	35
CNT-IDX-0000108	75	NUM	p001-c02	35
CNT-IDX-0000109	45	NUM	p001-c02	36
CNT-IDX-0000109	38	NUM	p001-c02	36
CNT-IDX-0000110	114	NUM	p001-c02	37
CNT-IDX-0000110	96	NUM	p001-c02	37
CNT-IDX-0000111	105	NUM	p001-c02	38
CNT-IDX-0000111	99	NUM	p001-c02	38
CNT-IDX-0000112	105	NUM	p001-c02	39
CNT-IDX-0000112	100	NUM	p001-c02	39
CNT-IDX-0000113	55,37	NUMPAIR	p001-c02	40
CNT-IDX-0000114	98	NUM	p001-c02	41
CNT-IDX-0000114	85	NUM	p001-c02	41
CNT-IDX-0000115	105	NUM	p001-c02	42
CNT-IDX-0000115	18	NUM	p001-c02	42
CNT-IDX-0000116	54	NUM	p001-c02	43
CNT-IDX-0000116	66	NUM	p001-c02	43
CNT-IDX-0000117	88	NUM	p001-c02	44
CNT-IDX-0000117	85	NUM	p001-c02	44
CNT-IDX-0000118	108	NUM	p001-c02	48
CNT-IDX-0000118	8	NUM	p001-c02	48
CNT-IDX-0000119	108	NUM	p001-c02	49
CNT-IDX-0000119	9	NUM	p001-c02	49
CNT-IDX-0000120	28	NUM	p001-c02	50
CNT-IDX-0000120	81	NUM	p001-c02	50
CNT-IDX-0000121	28	NUM	p001-c02	51
CNT-IDX-0000121	83	NUM	p001-c02	51
CNT-IDX-0000122	28	NUM	p001-c02	52
CNT-IDX-0000122	84	NUM	p001-c02	52
CNT-IDX-0000123	28	NUM	p001-c02	53
CNT-IDX-0000123	82	NUM	p001-c02	53
CNT-IDX-0000124	65	NUM	p001-c02	56
CNT-IDX-0000124	85	NUM	p001-c02	56
CNT-IDX-0000125	73	NUM	p001-c02	57
CNT-IDX-0000125	55	NUM	p001-c02	57
CNT-IDX-0000126	75	NUM	p001-c02	58
CNT-IDX-0000126	50	NUM	p001-c02	58
CNT-IDX-0000127	73	NUM	p001-c03	2
CNT-IDX-0000127	51	NUM	p001-c03	2
CNT-IDX-0000128	2	NUM	p001-c03	3
CNT-IDX-0000128	22	NUM	p001-c03	3
CNT-IDX-0000129	2	NUM	p001-c03	4
CNT-IDX-0000129	23	NUM	p001-c03	4
CNT-IDX-0000130	1,2	NUMPAIR	p001-c03	5
CNT-IDX-0000131	46	NUM	p001-c03	6
CNT-IDX-0000131	38	NUM	p001-c03	6
CNT-IDX-0000132	120,54	NUMPAIR	p001-c03	7
CNT-IDX-0000132	;	SEP	p001-c03	7
CNT-IDX-0000132	121,1	NUMPAIR	p001-c03	7
CNT-IDX-0000132	;	SEP	p001-c03	7
CNT-IDX-0000132	124	NUM	p001-c03	7
CNT-IDX-0000132	14	NUM	p001-c03	7
CNT-IDX-0000132	;	SEP	p001-c03	7
CNT-IDX-0000132	125	NUM	p001-c03	7
CNT-IDX-0000132	1	NUM	p001-c03	7
CNT-IDX-0000132	;	SEP	p001-c03	7
CNT-IDX-0000132	131	NUM	p001-c03	7
CNT-IDX-0000132	1	NUM	p001-c03	7
CNT-IDX-0000133	36	NUM	p001-c03	9
CNT-IDX-0000133	22	NUM	p001-c03	9
CNT-IDX-0000133	;	SEP	p001-c03	9
CNT-IDX-0000134	90	NUM	p001-c03	10
CNT-IDX-0000134	33	NUM	p001-c03	10
CNT-IDX-0000135	70	NUM	p001-c03	11
CNT-IDX-0000135	6	NUM	p001-c03	11
CNT-IDX-0000136	57	NUM	p001-c03	12
CNT-IDX-0000136	19	NUM	p001-c03	12
CNT-IDX-0000137	57	NUM	p001-c03	13
CNT-IDX-0000137	15	NUM	p001-c03	13
CNT-IDX-0000138	57	NUM	p001-c03	14
CNT-IDX-0000138	17	NUM	p001-c03	14
CNT-IDX-0000139	57	NUM	p001-c03	15
CNT-IDX-0000139	77	NUM	p001-c03	15
CNT-IDX-0000140	21	NUM	p001-c03	16
CNT-IDX-0000140	102	NUM	p001-c03	16
CNT-IDX-0000141	13	NUM	p001-c03	17
CNT-IDX-0000141	38	NUM	p001-c03	17
CNT-IDX-0000141	°	MARK	p001-c03	17
CNT-IDX-0000142	13	NUM	p001-c03	18
CNT-IDX-0000142	38»	OTHER	p001-c03	18
CNT-IDX-0000143	27	NUM	p001-c03	19
CNT-IDX-0000143	24	NUM	p001-c03	19
CNT-IDX-0000144	27	NUM	p001-c03	20
CNT-IDX-0000144	14	NUM	p001-c03	20
CNT-IDX-0000145	27	NUM	p001-c03	21
CNT-IDX-0000145	34	NUM	p001-c03	21
CNT-IDX-0000146	6	NUM	p001-c03	22
CNT-IDX-0000146	64	NUM	p001-c03	22
CNT-IDX-0000147	53	NUM	p001-c03	23
CNT-IDX-0000147	81	NUM	p001-c03	23
CNT-IDX-0000148	53	NUM	p001-c03	25
CNT-IDX-0000148	77	NUM	p001-c03	25
CNT-IDX-0000149	12	NUM	p001-c03	26
CNT-IDX-0000149	61	NUM	p001-c03	26
CNT-IDX-0000150	6	NUM	p001-c03	27
CNT-IDX-0000150	73	NUM	p001-c03	27
CNT-IDX-0000151	53	NUM	p001-c03	28
CNT-IDX-0000151	67?	OTHER	p001-c03	28
CNT-IDX-0000152	7	NUM	p001-c03	29
CNT-IDX-0000152	28	NUM	p001-c03	29
CNT-IDX-0000153	7	NUM	p001-c03	30
CNT-IDX-0000153	43	NUM	p001-c03	30
CNT-IDX-0000154	28	NUM	p001-c03	31
CNT-IDX-0000154	95	NUM	p001-c03	31
CNT-IDX-0000155	26	NUM	p001-c03	32
CNT-IDX-0000155	93	NUM	p001-c03	32
CNT-IDX-0000156	63	NUM	p001-c03	33
CNT-IDX-0000156	82	NUM	p001-c03	33
CNT-IDX-0000157	63	NUM	p001-c03	34
CNT-IDX-0000157	84	NUM	p001-c03	34
CNT-IDX-0000158	96	NUM	p001-c03	35
CNT-IDX-0000158	87	NUM	p001-c03	35
CNT-IDX-0000159	32	NUM	p001-c03	36
CNT-IDX-0000159	84	NUM	p001-c03	36
CNT-IDX-0000160	102	NUM	p001-c03	37
CNT-IDX-0000160	91	NUM	p001-c03	37
CNT-IDX-0000161	4	NUM	p001-c03	38
CNT-IDX-0000161	86	NUM	p001-c03	38
CNT-IDX-0000161	*	MARK	p001-c03	38
CNT-IDX-0000162	83	NUM	p001-c03	40
CNT-IDX-0000162	46	NUM	p001-c03	40
CNT-IDX-0000163	29	NUM	p001-c03	42
CNT-IDX-0000163	55	NUM	p001-c03	42
CNT-IDX-0000164	22	NUM	p001-c03	43
CNT-IDX-0000164	61	NUM	p001-c03	43
CNT-IDX-0000165	22	NUM	p001-c03	44
CNT-IDX-0000165	65	NUM	p001-c03	44
CNT-IDX-0000166	4	NUM	p001-c03	45
CNT-IDX-0000166	89	NUM	p001-c03	45
CNT-IDX-0000167	22	NUM	p001-c03	46
CNT-IDX-0000167	39	NUM	p001-c03	46
CNT-IDX-0000168	66	NUM	p001-c03	47
CNT-IDX-0000168	26	NUM	p001-c03	47
CNT-IDX-0000169	66	NUM	p001-c03	48
CNT-IDX-0000169	29	NUM	p001-c03	48
CNT-IDX-0000170	66	NUM	p001-c03	49
CNT-IDX-0000170	20	NUM	p001-c03	49
CNT-IDX-0000171	34	NUM	p001-c03	50
CNT-IDX-0000171	58	NUM	p001-c03	50
CNT-IDX-0000172	66	NUM	p001-c03	51
CNT-IDX-0000172	23	NUM	p001-c03	51
CNT-IDX-0000173	3-4	OTHER	p001-c03	52
CNT-IDX-0000173	68	NUM	p001-c03	52
CNT-IDX-0000174	66	NUM	p001-c03	53
CNT-IDX-0000174	32	NUM	p001-c03	53
CNT-IDX-0000175	66	NUM	p001-c03	54
CNT-IDX-0000175	35	NUM	p001-c03	54
CNT-IDX-0000176	74	NUM	p001-c03	55
CNT-IDX-0000176	24	NUM	p001-c03	55
CNT-IDX-0000177	68	NUM	p001-c03	56
CNT-IDX-0000177	47	NUM	p001-c03	56
CNT-IDX-0000178	68	NUM	p001-c03	57
CNT-IDX-0000178	15	NUM	p001-c03	57
CNT-IDX-0000179	110	NUM	p002-c00	2
CNT-IDX-0000179	43	NUM	p002-c00	2
CNT-IDX-0000180	26	NUM	p002-c00	3
CNT-IDX-0000180	62	NUM	p002-c00	3
CNT-IDX-0000181	26	NUM	p002-c00	4
CNT-IDX-0000181	69	NUM	p002-c00	4
CNT-IDX-0000182	110	NUM	p002-c00	5
CNT-IDX-0000182	48	NUM	p002-c00	5
CNT-IDX-0000183	27	NUM	p002-c00	6
CNT-IDX-0000183	84	NUM	p002-c00	6
CNT-IDX-0000184	44	NUM	p002-c00	7
CNT-IDX-0000184	48	NUM	p002-c00	7
CNT-IDX-0000185	79	NUM	p002-c00	8
CNT-IDX-0000185	62	NUM	p002-c00	8
CNT-IDX-0000185	*	MARK	p002-c00	8
CNT-IDX-0000186	26	NUM	p002-c00	9
CNT-IDX-0000186	82	NUM	p002-c00	9
CNT-IDX-0000187	51	NUM	p002-c00	12
CNT-IDX-0000187	15	NUM	p002-c00	12
CNT-IDX-0000188	115	NUM	p002-c00	13
CNT-IDX-0000188	4	NUM	p002-c00	13
CNT-IDX-0000189	7	NUM	p002-c00	14
CNT-IDX-0000189	56	NUM	p002-c00	14
CNT-IDX-0000190	20	NUM	p002-c00	15
CNT-IDX-0000190	10	NUM	p002-c00	15
CNT-IDX-0000191	53	NUM	p002-c00	16
CNT-IDX-0000191	51	NUM	p002-c00	16
CNT-IDX-0000192	5	NUM	p002-c00	17
CNT-IDX-0000192	14	NUM	p002-c00	17
CNT-IDX-0000193	12	NUM	p002-c00	18
CNT-IDX-0000193	27	NUM	p002-c00	18
CNT-IDX-0000194	12	NUM	p002-c00	19
CNT-IDX-0000194	44	NUM	p002-c00	19
CNT-IDX-0000195	28	NUM	p002-c00	20
CNT-IDX-0000195	87	NUM	p002-c00	20
CNT-IDX-0000196	13	NUM	p002-c00	21
CNT-IDX-0000196	4	NUM	p002-c00	21
CNT-IDX-0000197	20	NUM	p002-c00	22
CNT-IDX-0000197	33”	OTHER	p002-c00	22
CNT-IDX-0000198	26	NUM	p002-c00	23
CNT-IDX-0000198	89	NUM	p002-c00	23
CNT-IDX-0000199	53	NUM	p002-c00	24
CNT-IDX-0000199	24	NUM	p002-c00	24
CNT-IDX-0000200	119	NUM	p002-c00	25
CNT-IDX-0000200	14	NUM	p002-c00	25
CNT-IDX-0000201	119	NUM	p002-c00	26
CNT-IDX-0000201	15	NUM	p002-c00	26
CNT-IDX-0000202	74	NUM	p002-c00	27
CNT-IDX-0000202	61	NUM	p002-c00	27
CNT-IDX-0000203	12	NUM	p002-c00	28
CNT-IDX-0000203	98	NUM	p002-c00	28
CNT-IDX-0000204	13	NUM	p002-c00	29
CNT-IDX-0000204	3	NUM	p002-c00	29
CNT-IDX-0000205	52	NUM	p002-c00	30
CNT-IDX-0000205	74	NUM	p002-c00	30
CNT-IDX-0000206	66	NUM	p002-c00	31
CNT-IDX-0000206	6	NUM	p002-c00	31
