cnt_idx	ref_token	ref_kind	source_column	line_no
CNT-IDX-0006124	40	NUM	p027-c02	23
CNT-IDX-0006125	56	NUM	p027-c02	24
CNT-IDX-0006125	39	NUM	p027-c02	24
CNT-IDX-0006126	56	NUM	p027-c02	25
CNT-IDX-0006126	35	NUM	p027-c02	25
CNT-IDX-0006127	68	NUM	p027-c02	26
CNT-IDX-0006127	53	NUM	p027-c02	26
CNT-IDX-0006128	56	NUM	p027-c02	27
CNT-IDX-0006128	41	NUM	p027-c02	27
CNT-IDX-0006129	85	NUM	p027-c02	28
CNT-IDX-0006129	84	NUM	p027-c02	28
CNT-IDX-0006130	88	NUM	p027-c02	29
CNT-IDX-0006130	37	NUM	p027-c02	29
CNT-IDX-0006131	68	NUM	p027-c02	30
CNT-IDX-0006131	58	NUM	p027-c02	30
CNT-IDX-0006132	68	NUM	p027-c02	31
CNT-IDX-0006132	57	NUM	p027-c02	31
CNT-IDX-0006133	8,35	NUMPAIR	p027-c02	32
CNT-IDX-0006134	109	NUM	p027-c02	34
CNT-IDX-0006134	22	NUM	p027-c02	34
CNT-IDX-0006135	111	NUM	p027-c02	35
CNT-IDX-0006135	76	NUM	p027-c02	35
CNT-IDX-0006135	190,34	NUMPAIR	p027-c02	35
CNT-IDX-0006135	;	SEP	p027-c02	35
CNT-IDX-0006135	121	NUM	p027-c02	35
CNT-IDX-0006135	22	NUM	p027-c02	35
CNT-IDX-0006135	;	SEP	p027-c02	35
CNT-IDX-0006135	124	NUM	p027-c02	35
CNT-IDX-0006135	61	NUM	p027-c02	35
CNT-IDX-0006135	;	SEP	p027-c02	35
CNT-IDX-0006135	125,18	NUMPAIR	p027-c02	35
CNT-IDX-0006135	;	SEP	p027-c02	35
CNT-IDX-0006135	131,19	NUMPAIR	p027-c02	35
CNT-IDX-0006136	104	NUM	p027-c02	39
CNT-IDX-0006136	51	NUM	p027-c02	39
CNT-IDX-0006137	104	NUM	p027-c02	40
CNT-IDX-0006137	51	NUM	p027-c02	40
CNT-IDX-0006137	^	MARK	p027-c02	40
CNT-IDX-0006138	2	NUM	p027-c02	41
CNT-IDX-0006138	115	NUM	p027-c02	41
CNT-IDX-0006139	109	NUM	p027-c02	42
CNT-IDX-0006139	23?	OTHER	p027-c02	42
CNT-IDX-0006140	109	NUM	p027-c02	43
CNT-IDX-0006140	23	NUM	p027-c02	43
CNT-IDX-0006141	79	NUM	p027-c02	46
CNT-IDX-0006141	44	NUM	p027-c02	46
CNT-IDX-0006142	19	NUM	p027-c02	47
CNT-IDX-0006142	42	NUM	p027-c02	47
CNT-IDX-0006143	51	NUM	p027-c02	48
CNT-IDX-0006143	34	NUM	p027-c02	48
CNT-IDX-0006143	°	MARK	p027-c02	48
CNT-IDX-0006143	124	NUM	p027-c02	48
CNT-IDX-0006143	mementu	OTHER	p027-c02	48
CNT-IDX-0006143	(?)	OTHER	p027-c02	48
CNT-IDX-0006143	51	NUM	p027-c02	48
CNT-IDX-0006143	34"	OTHER	p027-c02	48
CNT-IDX-0006143	15	NUM	p027-c02	48
CNT-IDX-0006143	;	SEP	p027-c02	48
CNT-IDX-0006143	memet	OTHER	p027-c02	48
CNT-IDX-0006143	91	NUM	p027-c02	48
CNT-IDX-0006143	20	NUM	p027-c02	48
CNT-IDX-0006144	91	NUM	p027-c02	51
CNT-IDX-0006144	92	NUM	p027-c02	51
CNT-IDX-0006144	1,1	NUMPAIR	p027-c02	51
CNT-IDX-0006144	;	SEP	p027-c02	51
CNT-IDX-0006144	memorabilis	OTHER	p027-c02	51
CNT-IDX-0006144	30	NUM	p027-c02	51
CNT-IDX-0006144	17	NUM	p027-c02	51
CNT-IDX-0006145	87	NUM	p027-c02	58
CNT-IDX-0006145	37	NUM	p027-c02	58
CNT-IDX-0006146	67	NUM	p027-c02	59
CNT-IDX-0006146	95	NUM	p027-c02	59
CNT-IDX-0006147	40	NUM	p027-c02	62
CNT-IDX-0006147	59	NUM	p027-c02	62
CNT-IDX-0006148	67	NUM	p027-c02	63
CNT-IDX-0006148	94	NUM	p027-c02	63
CNT-IDX-0006149	67	NUM	p027-c02	64
CNT-IDX-0006149	91	NUM	p027-c02	64
CNT-IDX-0006150	117	NUM	p027-c02	65
CNT-IDX-0006150	40	NUM	p027-c02	65
CNT-IDX-0006151	34	NUM	p027-c02	67
CNT-IDX-0006151	86	NUM	p027-c02	67
CNT-IDX-0006151	1	NUM	p027-c02	67
CNT-IDX-0006151	menses	OTHER	p027-c02	67
CNT-IDX-0006151	62	NUM	p027-c02	67
CNT-IDX-0006151	33	NUM	p027-c02	67
CNT-IDX-0006151	0	NUM	p027-c02	67
CNT-IDX-0006151	mensibus	OTHER	p027-c02	67
CNT-IDX-0006151	62	NUM	p027-c02	67
CNT-IDX-0006151	35	NUM	p027-c02	67
CNT-IDX-0006152	62	NUM	p027-c02	70
CNT-IDX-0006152	32	NUM	p027-c02	70
CNT-IDX-0006153	62	NUM	p027-c02	71
CNT-IDX-0006153	4?	OTHER	p027-c02	71
CNT-IDX-0006154	62	NUM	p027-c02	72
CNT-IDX-0006154	46	NUM	p027-c02	72
CNT-IDX-0006155	62	NUM	p027-c02	73
CNT-IDX-0006155	10	NUM	p027-c02	73
CNT-IDX-0006156	62	NUM	p027-c02	74
CNT-IDX-0006156	50	NUM	p027-c02	74
CNT-IDX-0006157	62	NUM	p027-c02	75
CNT-IDX-0006157	30	NUM	p027-c02	75
CNT-IDX-0006158	62	NUM	p027-c03	1
CNT-IDX-0006158	45	NUM	p027-c03	1
CNT-IDX-0006159	62	NUM	p027-c03	2
CNT-IDX-0006159	44	NUM	p027-c03	2
CNT-IDX-0006160	62	NUM	p027-c03	3
CNT-IDX-0006160	43	NUM	p027-c03	3
CNT-IDX-0006161	62	NUM	p027-c03	5
CNT-IDX-0006161	41	NUM	p027-c03	5
CNT-IDX-0006162	62	NUM	p027-c03	6
CNT-IDX-0006162	49	NUM	p027-c03	6
CNT-IDX-0006163	62	NUM	p027-c03	7
CNT-IDX-0006163	18	NUM	p027-c03	7
CNT-IDX-0006164	69	NUM	p027-c03	8
CNT-IDX-0006164	51	NUM	p027-c03	8
CNT-IDX-0006165	62,47	NUMPAIR	p027-c03	9
CNT-IDX-0006166	62	NUM	p027-c03	10
CNT-IDX-0006166	52	NUM	p027-c03	10
CNT-IDX-0006167	12	NUM	p027-c03	11
CNT-IDX-0006167	70	NUM	p027-c03	11
CNT-IDX-0006168	42	NUM	p027-c03	12
CNT-IDX-0006168	46	NUM	p027-c03	12
CNT-IDX-0006169	42	NUM	p027-c03	13
CNT-IDX-0006169	17	NUM	p027-c03	13
CNT-IDX-0006170	42	NUM	p027-c03	14
CNT-IDX-0006170	48	NUM	p027-c03	14
CNT-IDX-0006171	12	NUM	p027-c03	15
CNT-IDX-0006171	49	NUM	p027-c03	15
CNT-IDX-0006172	72	NUM	p027-c03	16
CNT-IDX-0006172	63?	OTHER	p027-c03	16
CNT-IDX-0006173	72	NUM	p027-c03	17
CNT-IDX-0006173	69	NUM	p027-c03	17
CNT-IDX-0006174	62	NUM	p027-c03	18
CNT-IDX-0006174	34	NUM	p027-c03	18
CNT-IDX-0006175	16	NUM	p027-c03	19
CNT-IDX-0006175	13	NUM	p027-c03	19
CNT-IDX-0006176	16	NUM	p027-c03	20
CNT-IDX-0006176	14	NUM	p027-c03	20
CNT-IDX-0006177	16	NUM	p027-c03	21
CNT-IDX-0006177	20	NUM	p027-c03	21
CNT-IDX-0006178	16	NUM	p027-c03	22
CNT-IDX-0006178	16	NUM	p027-c03	22
CNT-IDX-0006179	16	NUM	p027-c03	23
CNT-IDX-0006179	18	NUM	p027-c03	23
CNT-IDX-0006180	16	NUM	p027-c03	24
CNT-IDX-0006180	17	NUM	p027-c03	24
CNT-IDX-0006181	66	NUM	p027-c03	25
CNT-IDX-0006181	98	NUM	p027-c03	25
CNT-IDX-0006182	51	NUM	p027-c03	26
CNT-IDX-0006182	51	NUM	p027-c03	26
CNT-IDX-0006183	16	NUM	p027-c03	27
CNT-IDX-0006183	15	NUM	p027-c03	27
CNT-IDX-0006183	*	MARK	p027-c03	27
CNT-IDX-0006184	16	NUM	p027-c03	28
CNT-IDX-0006184	19	NUM	p027-c03	28
CNT-IDX-0006185	10,15	NUMPAIR	p027-c03	29
CNT-IDX-0006185	^	MARK	p027-c03	29
CNT-IDX-0006185	^	MARK	p027-c03	29
CNT-IDX-0006186	16,15	NUMPAIR	p027-c03	30
CNT-IDX-0006186	;	SEP	p027-c03	30
CNT-IDX-0006186	51	NUM	p027-c03	30
CNT-IDX-0006186	33	NUM	p027-c03	30
CNT-IDX-0006187	7	NUM	p027-c03	31
CNT-IDX-0006187	77	NUM	p027-c03	31
CNT-IDX-0006188	7	NUM	p027-c03	33
CNT-IDX-0006188	93	NUM	p027-c03	33
CNT-IDX-0006189	104	NUM	p027-c03	34
CNT-IDX-0006189	80	NUM	p027-c03	34
CNT-IDX-0006190	42	NUM	p027-c03	35
CNT-IDX-0006190	27	NUM	p027-c03	35
CNT-IDX-0006191	42	NUM	p027-c03	40
CNT-IDX-0006191	31	NUM	p027-c03	40
CNT-IDX-0006192	42	NUM	p027-c03	41
CNT-IDX-0006192	28	NUM	p027-c03	41
CNT-IDX-0006193	42	NUM	p027-c03	42
CNT-IDX-0006193	30	NUM	p027-c03	42
CNT-IDX-0006194	81	NUM	p027-c03	44
CNT-IDX-0006194	74	NUM	p027-c03	44
CNT-IDX-0006195	81	NUM	p027-c03	45
CNT-IDX-0006195	73	NUM	p027-c03	45
CNT-IDX-0006196	103	NUM	p027-c03	46
CNT-IDX-0006196	13	NUM	p027-c03	46
CNT-IDX-0006197	39	NUM	p027-c03	47
CNT-IDX-0006197	68	NUM	p027-c03	47
CNT-IDX-0006198	35	NUM	p027-c03	49
CNT-IDX-0006198	87	NUM	p027-c03	49
CNT-IDX-0006199	35	NUM	p027-c03	50
CNT-IDX-0006199	86	NUM	p027-c03	50
CNT-IDX-0006200	72	NUM	p027-c03	51
CNT-IDX-0006200	73	NUM	p027-c03	51
CNT-IDX-0006201	44	NUM	p027-c03	52
CNT-IDX-0006201	73	NUM	p027-c03	52
CNT-IDX-0006202	44	NUM	p027-c03	53
CNT-IDX-0006202	72	NUM	p027-c03	53
CNT-IDX-0006203	39	NUM	p027-c03	54
CNT-IDX-0006203	68?	OTHER	p027-c03	54
CNT-IDX-0006204	42	NUM	p027-c03	55
CNT-IDX-0006204	25	NUM	p027-c03	55
CNT-IDX-0006205	117	NUM	p027-c03	57
CNT-IDX-0006205	44	NUM	p027-c03	57
CNT-IDX-0006206	104	NUM	p027-c03	58
CNT-IDX-0006206	79	NUM	p027-c03	58
CNT-IDX-0006207	17	NUM	p027-c03	59
CNT-IDX-0006207	61	NUM	p027-c03	59
CNT-IDX-0006208	83	NUM	p027-c03	60
CNT-IDX-0006208	81	NUM	p027-c03	60
CNT-IDX-0006208	°	MARK	p027-c03	60
CNT-IDX-0006208	v.	SIGLA	p027-c03	60
CNT-IDX-0006208	Messana	OTHER	p027-c03	60
CNT-IDX-0006209	94	NUM	p027-c03	62
CNT-IDX-0006209	42	NUM	p027-c03	62
CNT-IDX-0006210	105	NUM	p027-c03	63
CNT-IDX-0006210	31	NUM	p027-c03	63
CNT-IDX-0006211	117	NUM	p027-c03	64
CNT-IDX-0006211	24	NUM	p027-c03	64
CNT-IDX-0006212	117	NUM	p027-c03	65
CNT-IDX-0006212	25	NUM	p027-c03	65
CNT-IDX-0006213	83	NUM	p027-c03	66
CNT-IDX-0006213	80	NUM	p027-c03	66
CNT-IDX-0006214	83	NUM	p027-c03	67
CNT-IDX-0006214	81	NUM	p027-c03	67
CNT-IDX-0006215	72	NUM	p027-c03	68
CNT-IDX-0006215	88	NUM	p027-c03	68
CNT-IDX-0006216	72	NUM	p027-c03	69
CNT-IDX-0006216	89	NUM	p027-c03	69
CNT-IDX-0006217	77	NUM	p027-c03	71
CNT-IDX-0006217	25	NUM	p027-c03	71
CNT-IDX-0006218	110	NUM	p027-c03	72
CNT-IDX-0006218	94	NUM	p027-c03	72
CNT-IDX-0006219	37	NUM	p027-c03	73
CNT-IDX-0006219	45	NUM	p027-c03	73
CNT-IDX-0006220	107	NUM	p027-c03	74
CNT-IDX-0006220	55	NUM	p027-c03	74
CNT-IDX-0006221	107	NUM	p027-c03	75
CNT-IDX-0006221	56	NUM	p027-c03	75
CNT-IDX-0006222	107,54	NUMPAIR	p027-c03	77
CNT-IDX-0006223	72	NUM	p027-c03	78
CNT-IDX-0006223	87	NUM	p027-c03	78
CNT-IDX-0006224	72,59	NUMPAIR	p028-c00	3
CNT-IDX-0006224	E	SIGLA	p028-c00	3
CNT-IDX-0006225	90	NUM	p028-c00	4
CNT-IDX-0006225	24	NUM	p028-c00	4
CNT-IDX-0006225	m	SIGLA	p028-c00	4
CNT-IDX-0006226	90	NUM	p028-c00	5
CNT-IDX-0006226	52	NUM	p028-c00	5
CNT-IDX-0006226	m	SIGLA	p028-c00	5
CNT-IDX-0006227	43	NUM	p028-c00	6
CNT-IDX-0006227	15	NUM	p028-c00	6
CNT-IDX-0006227	*	MARK	p028-c00	6
CNT-IDX-0006227	m	SIGLA	p028-c00	6
CNT-IDX-0006228	43	NUM	p028-c00	7
CNT-IDX-0006228	15	NUM	p028-c00	7
CNT-IDX-0006228	m	SIGLA	p028-c00	7
CNT-IDX-0006229	8	NUM	p028-c00	8
CNT-IDX-0006229	48	NUM	p028-c00	8
CNT-IDX-0006229	M	SIGLA	p028-c00	8
CNT-IDX-0006230	8	NUM	p028-c00	9
CNT-IDX-0006230	64	NUM	p028-c00	9
CNT-IDX-0006230	m	SIGLA	p028-c00	9
CNT-IDX-0006231	84	NUM	p028-c00	10
CNT-IDX-0006231	4	NUM	p028-c00	10
CNT-IDX-0006231	m	SIGLA	p028-c00	10
CNT-IDX-0006232	1,79	NUMPAIR	p028-c00	11
CNT-IDX-0006232	;	SEP	p028-c00	11
CNT-IDX-0006232	17	NUM	p028-c00	11
CNT-IDX-0006232	62	NUM	p028-c00	11
CNT-IDX-0006232	;	SEP	p028-c00	11
CNT-IDX-0006232	19,19	NUMPAIR	p028-c00	11
CNT-IDX-0006232	m	SIGLA	p028-c00	11
CNT-IDX-0006233	67	NUM	p028-c00	12
CNT-IDX-0006233	10	NUM	p028-c00	12
CNT-IDX-0006233	m	SIGLA	p028-c00	12
CNT-IDX-0006234	121	NUM	p028-c00	13
CNT-IDX-0006234	100	NUM	p028-c00	13
CNT-IDX-0006234	m	SIGLA	p028-c00	13
CNT-IDX-0006235	124,117	NUMPAIR	p028-c00	14
CNT-IDX-0006235	;	SEP	p028-c00	14
CNT-IDX-0006235	125,90	NUMPAIR	p028-c00	14
CNT-IDX-0006235	;	SEP	p028-c00	14
CNT-IDX-0006235	m	SIGLA	p028-c00	14
CNT-IDX-0006235	132	NUM	p028-c00	14
CNT-IDX-0006235	149	NUM	p028-c00	14
CNT-IDX-0006235	M	SIGLA	p028-c00	14
CNT-IDX-0006236	132	NUM	p028-c00	16
CNT-IDX-0006236	179	NUM	p028-c00	16
CNT-IDX-0006236	m	SIGLA	p028-c00	16
CNT-IDX-0006237	121	NUM	p028-c00	17
CNT-IDX-0006237	58	NUM	p028-c00	17
CNT-IDX-0006237	;	SEP	p028-c00	17
CNT-IDX-0006237	124	NUM	p028-c00	17
CNT-IDX-0006237	96	NUM	p028-c00	17
CNT-IDX-0006237	m	SIGLA	p028-c00	17
CNT-IDX-0006238	89,68	NUMPAIR	p028-c00	19
CNT-IDX-0006238	m	SIGLA	p028-c00	19
CNT-IDX-0006239	2	NUM	p028-c00	20
CNT-IDX-0006239	98	NUM	p028-c00	20
CNT-IDX-0006239	m	SIGLA	p028-c00	20
CNT-IDX-0006240	30	NUM	p028-c00	21
CNT-IDX-0006240	95	NUM	p028-c00	21
CNT-IDX-0006240	(m	OTHER	p028-c00	21
CNT-IDX-0006241	91	NUM	p028-c00	22
CNT-IDX-0006241	19	NUM	p028-c00	22
CNT-IDX-0006241	m	SIGLA	p028-c00	22
CNT-IDX-0006242	91,21	NUMPAIR	p028-c00	23
CNT-IDX-0006242	(m	OTHER	p028-c00	23
CNT-IDX-0006243	84	NUM	p028-c00	24
CNT-IDX-0006243	19	NUM	p028-c00	24
CNT-IDX-0006243	m	SIGLA	p028-c00	24
CNT-IDX-0006244	45	NUM	p028-c00	26
CNT-IDX-0006244	68	NUM	p028-c00	26
CNT-IDX-0006244	M	SIGLA	p028-c00	26
CNT-IDX-0006245	25,1	NUMPAIR	p028-c00	28
CNT-IDX-0006245	B	SIGLA	p028-c00	28
CNT-IDX-0006246	91	NUM	p028-c00	29
CNT-IDX-0006246	33	NUM	p028-c00	29
CNT-IDX-0006246	(m	OTHER	p028-c00	29
CNT-IDX-0006246	1	NUM	p028-c00	29
CNT-IDX-0006246	militaris	OTHER	p028-c00	29
CNT-IDX-0006246	45	NUM	p028-c00	29
CNT-IDX-0006246	90	NUM	p028-c00	29
CNT-IDX-0006246	jm	OTHER	p028-c00	29
CNT-IDX-0006247	45	NUM	p028-c00	31
CNT-IDX-0006247	89	NUM	p028-c00	31
CNT-IDX-0006247	(m	OTHER	p028-c00	31
CNT-IDX-0006248	68	NUM	p028-c00	32
CNT-IDX-0006248	22	NUM	p028-c00	32
CNT-IDX-0006248	E	SIGLA	p028-c00	32
CNT-IDX-0006249	61	NUM	p028-c00	33
CNT-IDX-0006249	61	NUM	p028-c00	33
CNT-IDX-0006249	(m	OTHER	p028-c00	33
CNT-IDX-0006250	61	NUM	p028-c00	34
CNT-IDX-0006250	90	NUM	p028-c00	34
CNT-IDX-0006250	[m	OTHER	p028-c00	34
CNT-IDX-0006251	106	NUM	p028-c00	35
CNT-IDX-0006251	72	NUM	p028-c00	35
CNT-IDX-0006251	m	SIGLA	p028-c00	35
CNT-IDX-0006252	106	NUM	p028-c00	36
CNT-IDX-0006252	71	NUM	p028-c00	36
CNT-IDX-0006252	m	SIGLA	p028-c00	36
CNT-IDX-0006253	106	NUM	p028-c00	37
CNT-IDX-0006253	70	NUM	p028-c00	37
CNT-IDX-0006253	m	SIGLA	p028-c00	37
CNT-IDX-0006254	25	NUM	p028-c00	38
CNT-IDX-0006254	5	NUM	p028-c00	38
CNT-IDX-0006254	in	OTHER	p028-c00	38
CNT-IDX-0006255	81	NUM	p028-c00	41
CNT-IDX-0006255	68	NUM	p028-c00	41
CNT-IDX-0006255	n	SIGLA	p028-c00	41
CNT-IDX-0006256	98	NUM	p028-c00	42
CNT-IDX-0006256	89	NUM	p028-c00	42
CNT-IDX-0006256	jm	OTHER	p028-c00	42
CNT-IDX-0006257	117	NUM	p028-c00	43
CNT-IDX-0006257	29	NUM	p028-c00	43
CNT-IDX-0006257	m	SIGLA	p028-c00	43
CNT-IDX-0006258	25	NUM	p028-c00	44
CNT-IDX-0006258	6	NUM	p028-c00	44
CNT-IDX-0006259	25	NUM	p028-c00	46
CNT-IDX-0006259	9	NUM	p028-c00	46
CNT-IDX-0006259	[x	OTHER	p028-c00	46
CNT-IDX-0006260	25	NUM	p028-c00	47
CNT-IDX-0006260	10	NUM	p028-c00	47
CNT-IDX-0006260	[nm	OTHER	p028-c00	47
CNT-IDX-0006261	25	NUM	p028-c00	48
CNT-IDX-0006261	10	NUM	p028-c00	48
CNT-IDX-0006261	°	MARK	p028-c00	48
CNT-IDX-0006261	in	OTHER	p028-c00	48
CNT-IDX-0006262	25	NUM	p028-c00	49
CNT-IDX-0006262	26?	OTHER	p028-c00	49
CNT-IDX-0006262	[n	OTHER	p028-c00	49
CNT-IDX-0006263	28	NUM	p028-c00	50
CNT-IDX-0006263	28	NUM	p028-c00	50
CNT-IDX-0006263	n	SIGLA	p028-c00	50
CNT-IDX-0006263	4	NUM	p028-c00	50
CNT-IDX-0006263	minore	OTHER	p028-c00	50
CNT-IDX-0006263	parte	OTHER	p028-c00	50
CNT-IDX-0006263	31	NUM	p028-c00	50
CNT-IDX-0006263	16	NUM	p028-c00	50
CNT-IDX-0006263	(m	OTHER	p028-c00	50
CNT-IDX-0006264	28	NUM	p028-c00	52
CNT-IDX-0006264	28?	OTHER	p028-c00	52
CNT-IDX-0006264	(n	OTHER	p028-c00	52
CNT-IDX-0006265	31	NUM	p028-c00	53
CNT-IDX-0006265	14	NUM	p028-c00	53
CNT-IDX-0006266	108	NUM	p028-c00	54
CNT-IDX-0006266	38	NUM	p028-c00	54
CNT-IDX-0006266	(n	OTHER	p028-c00	54
CNT-IDX-0006267	83	NUM	p028-c00	55
CNT-IDX-0006267	92	NUM	p028-c00	55
CNT-IDX-0006267	n	SIGLA	p028-c00	55
CNT-IDX-0006268	117	NUM	p028-c00	56
CNT-IDX-0006268	28	NUM	p028-c00	56
CNT-IDX-0006268	(n	OTHER	p028-c00	56
CNT-IDX-0006268	7	NUM	p028-c00	56
CNT-IDX-0006268	minuit	OTHER	p028-c00	56
CNT-IDX-0006268	30	NUM	p028-c00	56
CNT-IDX-0006268	77	NUM	p028-c00	56
CNT-IDX-0006268	n	SIGLA	p028-c00	56
CNT-IDX-0006269	25,2	NUMPAIR	p028-c00	58
CNT-IDX-0006269	n	SIGLA	p028-c00	58
CNT-IDX-0006270	30,853	NUMPAIR	p028-c00	59
CNT-IDX-0006270	(n	OTHER	p028-c00	59
CNT-IDX-0006271	43	NUM	p028-c00	60
CNT-IDX-0006271	75	NUM	p028-c00	60
CNT-IDX-0006271	E	SIGLA	p028-c00	60
CNT-IDX-0006272	45	NUM	p028-c00	61
CNT-IDX-0006272	74	NUM	p028-c00	61
CNT-IDX-0006272	n	SIGLA	p028-c00	61
CNT-IDX-0006273	43	NUM	p028-c00	62
CNT-IDX-0006273	72	NUM	p028-c00	62
CNT-IDX-0006273	n	SIGLA	p028-c00	62
CNT-IDX-0006274	45	NUM	p028-c00	63
CNT-IDX-0006274	(3	OTHER	p028-c00	63
CNT-IDX-0006274	[n	OTHER	p028-c00	63
CNT-IDX-0006275	94	NUM	p028-c00	64
CNT-IDX-0006275	71	NUM	p028-c00	64
CNT-IDX-0006275	n	SIGLA	p028-c00	64
CNT-IDX-0006276	45	NUM	p028-c00	65
CNT-IDX-0006276	71	NUM	p028-c00	65
CNT-IDX-0006276	n	SIGLA	p028-c00	65
CNT-IDX-0006277	17	NUM	p028-c00	66
CNT-IDX-0006277	63	NUM	p028-c00	66
CNT-IDX-0006277	;	SEP	p028-c00	66
CNT-IDX-0006277	19	NUM	p028-c00	66
CNT-IDX-0006277	20	NUM	p028-c00	66
CNT-IDX-0006277	n	SIGLA	p028-c00	66
CNT-IDX-0006278	128	NUM	p028-c00	67
CNT-IDX-0006278	10	NUM	p028-c00	67
CNT-IDX-0006278	n	SIGLA	p028-c00	67
CNT-IDX-0006279	40	NUM	p028-c00	68
CNT-IDX-0006279	17	NUM	p028-c00	68
CNT-IDX-0006279	n	SIGLA	p028-c00	68
CNT-IDX-0006280	40	NUM	p028-c00	69
CNT-IDX-0006280	21	NUM	p028-c00	69
CNT-IDX-0006280	ju	OTHER	p028-c00	69
CNT-IDX-0006281	10	NUM	p028-c00	70
CNT-IDX-0006281	18	NUM	p028-c00	70
CNT-IDX-0006281	n	SIGLA	p028-c00	70
CNT-IDX-0006282	40	NUM	p028-c00	71
CNT-IDX-0006282	20	NUM	p028-c00	71
CNT-IDX-0006282	n	SIGLA	p028-c00	71
CNT-IDX-0006283	40	NUM	p028-c00	72
CNT-IDX-0006283	19	NUM	p028-c00	72
CNT-IDX-0006283	n	SIGLA	p028-c00	72
CNT-IDX-0006284	93	NUM	p028-c00	74
CNT-IDX-0006284	25	NUM	p028-c00	74
CNT-IDX-0006284	5	NUM	p028-c00	74
CNT-IDX-0006285	25,59	NUMPAIR	p028-c00	75
CNT-IDX-0006285	*	MARK	p028-c00	75
CNT-IDX-0006285	x	SIGLA	p028-c00	75
CNT-IDX-0006286	22	NUM	p028-c00	76
CNT-IDX-0006286	41	NUM	p028-c00	76
CNT-IDX-0006286	E	SIGLA	p028-c00	76
CNT-IDX-0006286	97	NUM	p028-c00	76
CNT-IDX-0006287	23	NUM	p028-c01	2
CNT-IDX-0006287	42	NUM	p028-c01	2
CNT-IDX-0006287	mors	OTHER	p028-c01	2
CNT-IDX-0006288	23	NUM	p028-c01	3
CNT-IDX-0006288	43	NUM	p028-c01	3
CNT-IDX-0006288	morsi	OTHER	p028-c01	3
CNT-IDX-0006289	23	NUM	p028-c01	4
CNT-IDX-0006289	39	NUM	p028-c01	4
CNT-IDX-0006289	DiOrst	OTHER	p028-c01	4
CNT-IDX-0006290	98	NUM	p028-c01	5
CNT-IDX-0006290	26	NUM	p028-c01	5
CNT-IDX-0006290	morta	OTHER	p028-c01	5
CNT-IDX-0006291	79	NUM	p028-c01	6
CNT-IDX-0006291	57	NUM	p028-c01	6
CNT-IDX-0006291	morti	OTHER	p028-c01	6
CNT-IDX-0006292	117	NUM	p028-c01	7
CNT-IDX-0006292	97	NUM	p028-c01	7
CNT-IDX-0006292	morti	OTHER	p028-c01	7
CNT-IDX-0006293	79	NUM	p028-c01	9
CNT-IDX-0006293	55	NUM	p028-c01	9
CNT-IDX-0006293	moru	OTHER	p028-c01	9
CNT-IDX-0006294	98	NUM	p028-c01	10
CNT-IDX-0006294	25	NUM	p028-c01	10
CNT-IDX-0006294	Morv.	OTHER	p028-c01	10
CNT-IDX-0006295	23	NUM	p028-c01	11
CNT-IDX-0006295	11	NUM	p028-c01	11
CNT-IDX-0006295	mos	OTHER	p028-c01	11
CNT-IDX-0006296	113,3	NUMPAIR	p028-c01	12
CNT-IDX-0006296	Mosel	OTHER	p028-c01	12
CNT-IDX-0006297	17,64	NUMPAIR	p028-c01	13
CNT-IDX-0006297	motal	OTHER	p028-c01	13
CNT-IDX-0006298	127	NUM	p028-c01	14
CNT-IDX-0006298	53	NUM	p028-c01	14
CNT-IDX-0006298	motu	OTHER	p028-c01	14
CNT-IDX-0006299	31	NUM	p028-c01	15
CNT-IDX-0006299	70	NUM	p028-c01	15
CNT-IDX-0006299	move	OTHER	p028-c01	15
CNT-IDX-0006300	20	NUM	p028-c01	16
CNT-IDX-0006300	2	NUM	p028-c01	16
CNT-IDX-0006300	mox	OTHER	p028-c01	16
CNT-IDX-0006301	19	NUM	p028-c01	17
CNT-IDX-0006301	103	NUM	p028-c01	17
CNT-IDX-0006301	Moys	OTHER	p028-c01	17
CNT-IDX-0006302	20	NUM	p028-c01	18
CNT-IDX-0006302	4	NUM	p028-c01	18
CNT-IDX-0006302	13	NUM	p028-c01	18
CNT-IDX-0006303	90,51	NUMPAIR	p028-c01	19
CNT-IDX-0006303	Moys	OTHER	p028-c01	19
CNT-IDX-0006304	19	NUM	p028-c01	20
CNT-IDX-0006304	102	NUM	p028-c01	20
CNT-IDX-0006304	12	NUM	p028-c01	20
CNT-IDX-0006305	19	NUM	p028-c01	21
CNT-IDX-0006305	101	NUM	p028-c01	21
CNT-IDX-0006305	mu	OTHER	p028-c01	21
CNT-IDX-0006305	1	NUM	p028-c01	21
CNT-IDX-0006306	35	NUM	p028-c01	22
CNT-IDX-0006306	76	NUM	p028-c01	22
CNT-IDX-0006306	Muen	OTHER	p028-c01	22
CNT-IDX-0006307	70	NUM	p028-c01	23
CNT-IDX-0006307	13	NUM	p028-c01	23
CNT-IDX-0006307	Mucit	OTHER	p028-c01	23
CNT-IDX-0006308	86	NUM	p028-c01	24
CNT-IDX-0006308	14	NUM	p028-c01	24
CNT-IDX-0006308	mcr	OTHER	p028-c01	24
CNT-IDX-0006309	87	NUM	p028-c01	25
CNT-IDX-0006309	53	NUM	p028-c01	25
CNT-IDX-0006309	Muda	OTHER	p028-c01	25
CNT-IDX-0006310	86	NUM	p028-c01	26
CNT-IDX-0006310	86	NUM	p028-c01	26
