source_column	line_no	reason	line
p030-c02	50	NO_MATCH	"uctum 65, 34 o dius |
p030-c02	55	NO_MATCH	ipefeoit YO, 91 offendit
p030-c02	80	NO_MATCH	8,59 ola 9&
p030-c03	3	NO_MATCH	68, 95
p030-c03	7	NO_MATCH	68, 93
p030-c03	8	NO_MATCH	11, 49
p030-c03	11	NO_MATCH	11, 10
p030-c03	13	NO_MATCH	(0, 5
p030-c03	15	NO_MATCH	70, 4
p030-c03	17	NO_MATCH	30, 35
p030-c03	19	NO_MATCH	27, 22
p030-c03	20	NO_MATCH	27,42
p030-c03	23	NO_MATCH	55
p030-c03	24	NO_MATCH	46, 59 7
p030-c03	25	NO_MATCH	», 63
p030-c03	27	NO_MATCH	3, 24
p030-c03	32	NO_MATCH	117, 61; 130, 39
p030-c03	33	NO_MATCH	61, 21
p030-c03	34	NO_MATCH	1, 10
p030-c03	37	NO_MATCH	,92
p030-c03	39	NO_MATCH	62, 62
p030-c03	42	NO_MATCH	à milia 61, 77
p030-c03	45	NO_MATCH	.65, 47?
p030-c03	48	NO_MATCH	16, 40
p030-c03	49	NO_MATCH	L6, 38
p030-c03	51	NO_MATCH	104, 12
p030-c03	52	NO_MATCH	L06, 67
p030-c03	53	NO_MATCH	16, 88?
p030-c03	55	NO_MATCH	16, 88
p030-c03	57	NO_MATCH	87
p030-c03	59	NO_MATCH	117, 70; 130, 47
p030-c03	60	NO_MATCH	3, 60
p030-c03	61	NO_MATCH	03, 62
p030-c03	63	NO_MATCH	53, 60
p030-c03	65	NO_MATCH	33, 58
p030-c03	66	NO_MATCH	2, 71°
p030-c03	68	NO_MATCH	33, 67°; 91, 53
p030-c03	70	NO_MATCH	: 33, 67
p030-c03	71	NO_MATCH	2, 40*
p030-c03	72	NO_MATCH	33, 66
p030-c03	73	NO_MATCH	03, 61
p030-c03	74	NO_MATCH	E
p030-c03	75	NO_MATCH	29
p030-c03	76	NO_MATCH	; 88
p030-c03	77	NO_MATCH	i
p030-c03	80	NO_MATCH	103, 22; 130, 62
p030-c03	82	NO_MATCH	103, 23; 130, 63
p030-c03	83	NO_MATCH	61
p030-c03	84	NO_MATCH	03, 21; 130, 61
p030-c03	85	NO_MATCH	, 18; 130, 58
p030-c03	86	NO_MATCH	NES
p030-c03	87	NO_MATCH	103, 20; 130, 60
p030-c03	88	NO_MATCH	, 60
p030-c03	89	NO_MATCH	, 15
p030-c03	90	NO_MATCH	. 18, 76
p030-c03	91	NO_MATCH	25%
p031-c00	1	NO_MATCH	olla v. aula
p031-c00	9	NO_MATCH	omaius (?) 51, 78
p031-c00	57	NO_MATCH	oplectis v. oplopaect
p031-c00	71	NO_MATCH	optime de republica
p031-c00	72	NO_MATCH	39, 16
p031-c00	73	NO_MATCH	optime de republica
p031-c01	1	NO_MATCH	optime de republica poy
p031-c01	4	NO_MATCH	9 | optime sanus 53, 29*
p031-c01	6	NO_MATCH	0,57 | optimus 2, 116
p031-c01	8	NO_MATCH	0, 56 | opulens 41, 21
p031-c01	13	NO_MATCH	70 orabilis 64, 53
p031-c01	14	NO_MATCH	, 99) oraculum 64, 52
p031-c01	21	NO_MATCH	) | orbis totus 52, 96
p031-c01	24	NO_MATCH	(esu 52, 93
p031-c01	25	NO_MATCH	), 52 orchestra 106, 68
p031-c01	27	NO_MATCH	orcista v. orchestra
p031-c01	52	NO_MATCH	(51 [or 14, 97
p031-c01	63	NO_MATCH	130, 45 | orthistrotum 101, 28
p031-c01	66	NO_MATCH	O, 44 | orticomita v. ortygomet
p031-c01	70	NO_MATCH	130,40 | 100
p031-c01	71	NO_MATCH	meritus | orum 14, 99
p031-c01	74	NO_MATCH	98, 40 | os (subst) 58, 24
p031-c02	1	NO_MATCH	100 ——
p031-c02	2	NO_MATCH	juli | oscellum 58, 26
p031-c02	3	NO_MATCH	(8 | Oscidates campestres 87, 80
p031-c02	9	NO_MATCH	125, 84; 132, 144
p031-c02	21	NO_MATCH	, 2 | ostiarius 55, 40; 100, 41
p031-c02	23	NO_MATCH	, 9 | ostium 55, 39; 100, 40
p031-c02	38	NO_MATCH	2 |paciscitur 43, 33
p031-c02	39	NO_MATCH	43 | Pacorus 118, 19
p031-c02	41	NO_MATCH	1 |pactiuncula 43, 32
p031-c02	42	NO_MATCH	53| pactum 43, 28
p031-c02	43	NO_MATCH	46 | Padum 89, 12
p031-c02	48	NO_MATCH	I9 | paedagogus 6, 33
p031-c02	56	NO_MATCH	(menula 97, 13
p031-c02	57	NO_MATCH	Paeryneus v. Pyrenaeus
p031-c02	65	NO_MATCH	ri | palam 54, 30
p031-c02	68	NO_MATCH	SL, | palatium 59, 84; 90, 56
p031-c02	73	NO_MATCH	Palinuster v. Palinurus
p031-c03	43	NO_MATCH	pannucularia v. pannoclaréa
p031-c03	65	NO_MATCH	120,42; 124,7; 125,115 |
p031-c03	67	NO_MATCH	43; 124, 8; 195, 116
p031-c03	69	NO_MATCH	121,83; 123,9241.259; |
p031-c03	70	NO_MATCH	127,19
p031-c03	73	NO_MATCH	130, 96
p031-c03	76	NO_MATCH	!
p031-c03	77	NO_MATCH	ij
p032-c00	1	NO_MATCH	parapsidus (i.c. parasitus) | p
p032-c00	2	NO_MATCH	35, 76° . dp
p032-c00	4	NO_MATCH	sidus ef paradisus |p
p032-c00	29	NO_MATCH	] partus 91, 95 p
p032-c00	48	NO_MATCH	130, 73 | p
p032-c00	63	NO_MATCH	J| patiens 32, 50 p
p032-c00	64	NO_MATCH	) patientia 32, 51* p
p032-c00	75	NO_MATCH	Comm. not. tir.
p032-c01	1	NO_MATCH	——- 101
p032-c01	26	NO_MATCH	124,11; 127,6; 132, 160 | penit
p032-c01	56	NO_MATCH	eculus (?) 40, 99* perci
p032-c01	61	NO_MATCH	ederus x. paederos perec
p032-c01	70	NO_MATCH	'educaeus 117, 94 | peret
p032-c02	1	NO_MATCH	"a 99, 23 perdicit
p032-c02	3	NO_MATCH	» 99, 22 perdidit
p032-c02	4	NO_MATCH	; 90, 58 perdit 1
p032-c02	5	NO_MATCH	)onnesum 117, 96 perdixit
p032-c02	7	NO_MATCH	um c. Peloponnesum | perdoles:
p032-c02	13	NO_MATCH	51,73 perduxit
p032-c02	14	NO_MATCH	01, 74 peregit |
p032-c02	15	NO_MATCH	v. Paean peregre
p032-c02	23	NO_MATCH	; 20, 104 perendin
p032-c02	24	NO_MATCH	; ipsum 60, 13* perennis
p032-c02	40	NO_MATCH	"ib 35,1 pertricat
p032-c02	41	NO_MATCH	"it 91, 94 perfriger
p032-c02	43	NO_MATCH	104, 49 perfrixit
p032-c02	46	NO_MATCH	1, 10 perfulcit
p032-c02	62	NO_MATCH	üreuitu 96, 20° periculos
p032-c02	71	NO_MATCH	currit: 27, 294 perinieui
p032-c02	80	NO_MATCH	leos deasque immortales | per lege
p032-c02	81	NO_MATCH	02 perlicet
p032-c03	1	NO_MATCH	6, 68
p032-c03	3	NO_MATCH	12, 81
p032-c03	5	NO_MATCH	2, 6T
p032-c03	7	NO_MATCH	6, 77
p032-c03	9	NO_MATCH	53, 68
p032-c03	11	NO_MATCH	; 39, 53
p032-c03	13	NO_MATCH	1, 93
p032-c03	16	NO_MATCH	94, 31
p032-c03	18	NO_MATCH	1, 48
p032-c03	19	NO_MATCH	28, 100
p032-c03	21	NO_MATCH	67, 56
p032-c03	24	NO_MATCH	26, 91
p032-c03	26	NO_MATCH	26, 95
p032-c03	28	NO_MATCH	44, 68
p032-c03	30	NO_MATCH	62, 25
p032-c03	32	NO_MATCH	22,49
p032-c03	33	NO_MATCH	nee
p032-c03	34	NO_MATCH	2, 67
p032-c03	36	NO_MATCH	22, 40°
p032-c03	38	NO_MATCH	34, 55"
p032-c03	39	NO_MATCH	6, 60^ ( praes.et perf.)
p032-c03	41	NO_MATCH	56, 90
p032-c03	44	NO_MATCH	82, 38
p032-c03	45	NO_MATCH	üentiam 32,14
p032-c03	46	NO_MATCH	93, 96
p032-c03	50	NO_MATCH	69, 44
p032-c03	53	NO_MATCH	36, 259
p032-c03	54	NO_MATCH	72,3
p032-c03	56	NO_MATCH	72, 6}
p032-c03	62	NO_MATCH	9, 8
p032-c03	64	NO_MATCH	100, 19
p032-c03	66	NO_MATCH	7, 61
p032-c03	70	NO_MATCH	2, 85
p032-c03	75	NO_MATCH	192152
p032-c03	77	NO_MATCH	1l
p032-c03	78	NO_MATCH	20, 70
p032-c03	82	NO_MATCH	21; 105, JEMEN
p032-c03	84	NO_MATCH	, 13; 29, 52
p032-c03	85	NO_MATCH	?) 105, 72*
p032-c03	86	NO_MATCH	30, 24
p032-c03	89	NO_MATCH	23.10
p032-c03	91	NO_MATCH	26
p033-c00	4	NO_MATCH	per memet ipsum |
p033-c00	39	NO_MATCH	per prima pascha :
p033-c00	45	NO_MATCH	perrigit, perrexit, p
p033-c00	46	NO_MATCH	50, 94"
p033-c00	52	NO_MATCH	perscrutatur, 76, 1
p033-c01	3	NO_MATCH	1G? perstringit 65,1
p033-c01	4	NO_MATCH	00, 18° | perstrinxit 65, 7
p033-c01	11	NO_MATCH	» pertendit 11, 83
p033-c01	17	NO_MATCH	perümuit 45, 10
p033-c01	18	NO_MATCH	perünas 83, 67
p033-c01	23	NO_MATCH	2 per totum 28, 30
p033-c01	29	NO_MATCH	73 | pertudit. 79, 82°
p033-c01	34	NO_MATCH	perum c. pirum
p033-c01	39	NO_MATCH	92, 223 | pervadit 63, 76
p033-c01	42	NO_MATCH	pervénit 20, 53
p033-c01	44	NO_MATCH	5? perversus 28, 10?
p033-c01	45	NO_MATCH	errectum | pervertit 28, 1?
p033-c01	48	NO_MATCH	i? pervigil. 63, 69
p033-c01	53	NO_MATCH	pessime de republica m
p033-c01	54	NO_MATCH	39,77
p033-c01	55	NO_MATCH	pessime de republica [
p033-c01	57	NO_MATCH	128, 41
p033-c01	63	NO_MATCH	3 | pestilens 53, 15
p033-c01	65	NO_MATCH	* pestinuntiae 25, 95
p033-c01	71	NO_MATCH	! petra 110, 8G
p033-c01	73	NO_MATCH	; Petreius 118, 18
p033-c02	1	NO_MATCH	- 102 —
p033-c02	3	NO_MATCH	petrotum (?) 107, 66
p033-c02	6	NO_MATCH	. 121, 109; 124, 10; 12
p033-c02	7	NO_MATCH	118; 127, 5; 132, 159
p033-c02	15	NO_MATCH	Pharisaeus (?) 134, 133
p033-c02	21	NO_MATCH	132, 175
p033-c02	25	NO_MATCH	194, 15; 125,123; 12
p033-c02	26	NO_MATCH	10; 129, 48; 132, 165
p033-c02	31	NO_MATCH	'Philomela 118, 22
p033-c02	37	NO_MATCH	Diironimans (zvoezrópevog
p033-c02	38	NO_MATCH	111, 70
p033-c02	53	NO_MATCH	9, 45 | phryxinum 98, 65
p033-c02	54	NO_MATCH	eritus | phthisis 111, 78
p033-c02	56	NO_MATCH	opul | pi 17, 87; 19, 28
p033-c02	57	NO_MATCH	; 79; piaculum. 65, 45
p033-c03	5	NO_MATCH	*. | pinguis 96, 88
p033-c03	7	NO_MATCH	5, | pinguissimus 96, 89
p033-c03	11	NO_MATCH	pinula v. paenula
p033-c03	24	NO_MATCH	3 | piscina 112, 94
p033-c03	30	NO_MATCH	5;| pistrinum 94, 90
p033-c03	31	NO_MATCH	7, | pistit 94, 87
p033-c03	42	NO_MATCH	(6 pix 102, 10
p033-c03	44	NO_MATCH	pixies (pyxiespro—ides?)05,1
p033-c03	47	NO_MATCH	?) | placat 64, 39
p033-c03	55	NO_MATCH	placula ve. plagula
p033-c03	87	NO_MATCH	Pledius (?) 117, 72
p034-c00	62	NO_MATCH	! pomiternm 105, 40 | p
p034-c00	65	NO_MATCH	130,69 n
p034-c01	1	NO_MATCH	. 108
p034-c01	3	NO_MATCH	üfex 55, 25 pr
p034-c01	4	NO_MATCH	vomtifex — 55, E. M | i
p034-c01	5	NO_MATCH	ionüfex noster 55, 95 j M
p034-c01	7	NO_MATCH	122, 185 Loop post
p034-c01	11	NO_MATCH	?opilius: 117, 77 post:
p034-c01	13	NO_MATCH	'oplites 79, ad post
p034-c01	16	NO_MATCH	'opulo plebique Romano 2: ? post
p034-c01	18	NO_MATCH	90 Post
p034-c01	20	NO_MATCH	'opulus 23, 87 23. 88 pote
p034-c01	33	NO_MATCH	'orsenna. 118, 4 poti
p034-c01	39	NO_MATCH	orüo 91, 30 2 | prae
p034-c01	44	NO_MATCH	oscit $5,9 | prae
p034-c01	70	NO_MATCH	ost dies paucos M | praec
p034-c02	11	NO_MATCH	'emum 61, 95 pracesni
p034-c02	15	NO_MATCH	"manus 117, 85^ praefata
p034-c02	20	NO_MATCH	: d, 65 praefect
p034-c02	21	NO_MATCH	s esse d, 73 pricfect
p034-c02	26	NO_MATCH	104, 64; 130, 80 praefert
p034-c02	34	NO_MATCH	1,12 praegust
p034-c02	35	NO_MATCH	»cnit 73, 49 praeicit
p034-c02	36	NO_MATCH	requat v. peraequat praeiecit
p034-c02	45	NO_MATCH	“dit 11, 46 praemiu
p034-c02	54	NO_MATCH	]amat 56, 19* | praenunt
p034-c02	62	NO_MATCH	ordia +4, 60 praeponi
p034-c02	64	NO_MATCH	rudescit £9, 25 praeposu
p034-c02	76	NO_MATCH	ücat 67, 9 praeserib
p034-c02	79	NO_MATCH	üssellum (27) 37, 94? — | praesenta
p034-c03	2	NO_MATCH	1 26,9225^
p034-c03	6	NO_MATCH	nab At, 11
p034-c03	8	NO_MATCH	t6, 78
p034-c03	10	NO_MATCH	I8, 37
p034-c03	11	NO_MATCH	17,31"
p034-c03	14	NO_MATCH	ü 102, 94)
p034-c03	20	NO_MATCH	85,417
p034-c03	21	NO_MATCH	r SM
p034-c03	26	NO_MATCH	1s praetorii 70, 77
p034-c03	28	NO_MATCH	22, 62°
p034-c03	29	NO_MATCH	22, 69
p034-c03	30	NO_MATCH	22, 40*
p034-c03	32	NO_MATCH	1, 94
p034-c03	39	NO_MATCH	EAE
p034-c03	40	NO_MATCH	(13, 54
p034-c03	41	NO_MATCH	3, 18
p034-c03	42	NO_MATCH	20, 71"
p034-c03	44	NO_MATCH	9, 1T
p034-c03	52	NO_MATCH	00, 16*
p034-c03	54	NO_MATCH	. 00, 16°
p034-c03	80	NO_MATCH	[51,30
p034-c03	82	NO_MATCH	(0, 45
p034-c03	84	NO_MATCH	23, 65 |
p034-c03	85	NO_MATCH	rum o1, 92
p034-c03	89	NO_MATCH	uim £5, 21" |
p034-c03	91	NO_MATCH	102. 11
p034-c03	93	NO_MATCH	PS, 247 1
p034-c03	95	NO_MATCH	102. 75
p034-c03	96	NO_MATCH	am oo, 9S" |
p034-c03	97	NO_MATCH	2]. 85%
p034-c03	99	NO_MATCH	21.517 I
p034-c03	101	NO_MATCH	üt 7.6 |
p034-c03	102	NO_MATCH	PONE
p034-c03	105	NO_MATCH	XS \
p034-c03	106	NO_MATCH	7
p035-c00	6	NO_MATCH	praesidet, praesedit
p035-c00	10	NO_MATCH	praesolet r. persole
p035-c00	71	NO_MATCH	precum (?) 67, 4
p035-c00	76	NO_MATCH	,
p035-c01	2	NO_MATCH	, pressicium 24, 23
p035-c01	3	NO_MATCH	100,54 pressit 24, 12
p035-c01	5	NO_MATCH	51 presterium 114, 52
p035-c01	6	NO_MATCH	50, 31° | pretiosus 67, 26
p035-c01	7	NO_MATCH	1 pretium. 67, 25
p035-c01	8	NO_MATCH	) Priamus 130, 72
p035-c01	10	NO_MATCH	Í prima feria 123, 226
p035-c01	15	NO_MATCH	8 primitivus 32, 1
p035-c01	19	NO_MATCH	) | primordium 32, 8
p035-c01	21	NO_MATCH	5, 29° | primum vernalis 69,1
p035-c01	29	NO_MATCH	prior palatio (?) 59, 8
p035-c01	49	NO_MATCH	: probrat 42, 69?
p035-c01	50	NO_MATCH	H | probrosus 92, 50
p035-c01	60	NO_MATCH	proceris z. proceres
p035-c01	63	NO_MATCH	2 | procidit 11, 45
p035-c02	1	NO_MATCH	- 104 — —
p035-c02	2	NO_MATCH	38 — | procucurrit 27, 29°
p035-c02	9	NO_MATCH	! prodesse 4, 56
p035-c02	13	NO_MATCH	) prodesset 4, 57
p035-c02	19	NO_MATCH	2,11 | pro deum hominum 58,5
p035-c02	20	NO_MATCH	pro deum atque hominu
p035-c02	21	NO_MATCH	58, 58
p035-c02	22	NO_MATCH	1h pro deum atque hominm
p035-c02	24	NO_MATCH	pro deum hominum fide
p035-c02	25	NO_MATCH	58, 59
p035-c02	27	NO_MATCH	prodifragium v. podifragim
p035-c02	30	NO_MATCH	i | prodigum 58, 75
p035-c02	31	NO_MATCH	pro dü deaeque 58, 55
p035-c02	32	NO_MATCH	pro dii deaeque immortal
p035-c02	33	NO_MATCH	58, 51
p035-c02	36	NO_MATCH	74 | prodit. 12, 69
p035-c02	43	NO_MATCH	‘ | profanum 58, 41; 74, 55
p035-c02	57	NO_MATCH	profügit 26, 25°
p035-c02	59	NO_MATCH	77 profundit 37, 72 .
p035-c03	10	NO_MATCH	promentarium v. promptua-
p035-c03	11	NO_MATCH	rum
p035-c03	18	NO_MATCH	7 | promisit 23, 54
p035-c03	19	NO_MATCH	n | promissus 23, 40°
p035-c03	21	NO_MATCH	n promitüt 23, 20
p035-c03	26	NO_MATCH	n| promulgat 90, 7
p035-c03	31	NO_MATCH	'5s| pronomen 21, 78
p035-c03	33	NO_MATCH	| pronuntiat 25, 94
p036-c00	1	NO_MATCH	w
p036-c00	68	NO_MATCH	providenüa 25, 47 p
p036-c00	84	NO_MATCH	: provolvit 75, 89 p
p036-c00	110	NO_MATCH	Comm. not tir.
p036-c00	112	NO_MATCH	i
p036-c01	1	NO_MATCH	105 -
p036-c01	26	NO_MATCH	ublius Scipio Africanus | putea
p036-c01	28	NO_MATCH	118, 9 Putec
p036-c01	31	NO_MATCH	udieiüa 52, 17 putet
p036-c01	53	NO_MATCH	ulenta v. pulmenta pyxis
p036-c01	72	NO_MATCH	umum ?. pomum | quad
p036-c02	1	NO_MATCH	66, 52 quadrimu
p036-c02	18	NO_MATCH	52, 19 quaepiam
p036-c02	19	NO_MATCH	7, 92; 103, 41 quaeque
p036-c02	24	NO_MATCH	24, 26 quaestort
p036-c02	29	NO_MATCH	103, 30 qualis 5,
p036-c02	33	NO_MATCH	103, 31 quam 3,
p036-c02	34	NO_MATCH	103, 35 quam co:
p036-c02	40	NO_MATCH	107, 70 quam di
p036-c02	41	NO_MATCH	59, 17 quam din
p036-c02	51	NO_MATCH	94, 100 quamqua
p036-c02	52	NO_MATCH	quam sir
p036-c02	54	NO_MATCH	quam si
p036-c02	55	NO_MATCH	Q. quam su
p036-c02	57	NO_MATCH	3, 28; 9, 53 quamvis
p036-c02	75	NO_MATCH	"ga 112, 76 quare 4,
p036-c03	5	NO_MATCH	79, 45°
p036-c03	8	NO_MATCH	üs 109, 96
p036-c03	9	NO_MATCH	5ium 90, 48
p036-c03	13	NO_MATCH	Í
p036-c03	15	NO_MATCH	3, 59
p036-c03	18	NO_MATCH	3, 56
p036-c03	20	NO_MATCH	3, 57
p036-c03	21	NO_MATCH	.9, 08
p036-c03	23	NO_MATCH	3, 55". 58"
p036-c03	24	NO_MATCH	fe), 83)
p036-c03	26	NO_MATCH	29, 30
p036-c03	28	NO_MATCH	0, 45
p036-c03	30	NO_MATCH	29, 38
p036-c03	32	NO_MATCH	, 29, 40
p036-c03	34	NO_MATCH	29, 37
p036-c03	38	NO_MATCH	A6
p036-c03	40	NO_MATCH	5, 48
p036-c03	42	NO_MATCH	61
p036-c03	45	NO_MATCH	3, 69
p036-c03	47	NO_MATCH	21, 64
p036-c03	53	NO_MATCH	. 3, 10
p036-c03	64	NO_MATCH	21, 49
p036-c03	66	NO_MATCH	Sb oe)
p036-c03	68	NO_MATCH	3, 36°
p036-c03	69	NO_MATCH	3, 87
p036-c03	72	NO_MATCH	, 16
p036-c03	75	NO_MATCH	tn
p036-c03	80	NO_MATCH	5, 16°
p036-c03	81	NO_MATCH	"uuque 5. 19
p036-c03	84	NO_MATCH	9, 12
p036-c03	86	NO_MATCH	3, 26
p036-c03	89	NO_MATCH	13
p036-c03	91	NO_MATCH	27
p037-c00	21	NO_MATCH	quattuor evangelia ;
p037-c00	44	NO_MATCH	quibus civitatibus |
p037-c00	47	NO_MATCH	quibuscumque causi
p037-c00	48	NO_MATCH	quibuscumque rebu
p037-c00	53	NO_MATCH	quibus fideiussoribu
p037-c00	60	NO_MATCH	quibuspiam rebus |
p037-c00	62	NO_MATCH	quibus rebus civita
p037-c00	63	NO_MATCH	57*
p037-c00	64	NO_MATCH	quibus rebus civitat
p037-c00	67	NO_MATCH	quicquam aliud qua
p037-c01	1	NO_MATCH	» quidpiam 3, 81
p037-c01	2	NO_MATCH	3D quidquid 3, 78
p037-c01	4	NO_MATCH	24 * quies 71, 29
p037-c01	11	NO_MATCH	14 | quindecimvin 36, 90
p037-c01	12	NO_MATCH	quindecimvin sacris fa
p037-c01	20	NO_MATCH	35 quinque milia 61, 65
p037-c01	21	NO_MATCH	22,183 | quinquennium 62, 29
p037-c01	22	NO_MATCH	64 quisque partes 60, 73)
p037-c01	23	NO_MATCH	73r | quinqueremis 100, 97
p037-c01	27	NO_MATCH	11 | quinquies 61, 8
p037-c01	33	NO_MATCH	50, 99 quintus 61, 18
p037-c01	44	NO_MATCH	30, 56 Quintus Tubero 118, 2
p037-c01	45	NO_MATCH	(90 | quipiam 3, 66
p037-c01	46	NO_MATCH	} quippe 8, 82
p037-c01	48	NO_MATCH	: 9,92 Quirinalis 55, 68
p037-c01	50	NO_MATCH	, 89 Quirites 74, 43
p037-c01	51	NO_MATCH	0, 53 quis 3,41; 17, 97
p037-c01	52	NO_MATCH	88 quiscumque 3, 46
p037-c01	54	NO_MATCH	3 | quisnam 3, 44
p037-c01	55	NO_MATCH	50 | quispam 3, 45
p037-c01	56	NO_MATCH	? | quisquam 9, 54
p037-c01	58	NO_MATCH	,90 quis umquam 3, 45?
p037-c01	60	NO_MATCH	)» 91 quocum 3, 18
p037-c01	66	NO_MATCH	, 48 quodeumque 5, 32
p037-c01	67	NO_MATCH	m49,49 | quoddam 3, 33
p037-c01	74	NO_MATCH	(quondam 3,35
p037-c02	1	NO_MATCH	. 106 ——
p037-c02	3	NO_MATCH	quooque v. quousque
p037-c02	10	NO_MATCH	quorum. nomina reparation
p037-c02	11	NO_MATCH	subter tenentur insert
p037-c02	12	NO_MATCH	122,160
p037-c02	13	NO_MATCH	clen- | quorum nomina subter te
p037-c02	15	NO_MATCH	dpecunm nomina vel signé
p037-c02	16	NO_MATCH	, eula subter tenentur ir
p037-c02	19	NO_MATCH	td | quos 9, 42
p037-c02	23	NO_MATCH	' | quotquot v. quodquod
p037-c02	26	NO_MATCH	j? quousque tandem abuter
p037-c02	27	NO_MATCH	Catilina, patientia nostr
p037-c02	28	NO_MATCH	39, 66; 128, 38
p037-c02	32	NO_MATCH	, 98 | qurvat 91, 74
p037-c02	34	NO_MATCH	31 |ra 17, 98
p037-c02	35	NO_MATCH	— | rabbi 6, 32°
p037-c02	36	NO_MATCH	3, 297 rabies 71, 99
p037-c02	37	NO_MATCH	26 | rabiosus 11, 100
p037-c02	39	NO_MATCH	34 | racemus 105, 57
p037-c02	40	NO_MATCH	, 29° Rachel 119, 88°; 121, 31
p037-c02	41	NO_MATCH	, B2) 124,88; 125,49; 129, 6c
p037-c02	42	NO_MATCH	33 | 131, 54
p037-c02	43	NO_MATCH	5 | radit 71, 89
p037-c02	44	NO_MATCH	0 | radium v. rhagadium
p037-c02	58	NO_MATCH	ramnus v. rhamnus |
p037-c02	62	NO_MATCH	23 rancor 150, 101
p037-c03	1	NO_MATCH	[
p037-c03	3	NO_MATCH	'rastrum 102, 79
p037-c03	8	NO_MATCH	rationabilis £2, 24
p037-c03	11	NO_MATCH	à rationator £2, 21
p037-c03	13	NO_MATCH	- ratiuncula 42, 19
p037-c03	15	NO_MATCH	- |raucor 118,39*
p037-c03	16	NO_MATCH	- | Rancus 118, 39; 130, 100
p037-c03	26	NO_MATCH	3, | reas 7, 92
p037-c03	27	NO_MATCH	a | rebatut 71, 83
p037-c03	29	NO_MATCH	125,48; 127,51; 131,53
p037-c03	41	NO_MATCH	; | recens 91, 16
p037-c03	42	NO_MATCH	; recenset 37, 8
p037-c03	49	NO_MATCH	recimus v. recinus
p037-c03	50	NO_MATCH	recinaculum v. retinaculum
p037-c03	72	NO_MATCH	recondit, recondidit 12, 89
p038-c00	1	NO_MATCH	t
p038-c00	2	NO_MATCH	‘| xecoxit 103, 54 n
p038-c00	6	NO_MATCH	‘| xecrevit 15, 46 re
p038-c00	13	NO_MATCH	-| recumbit. 81, 40 n
p038-c00	23	NO_MATCH	recussit, 71, 48 x
p038-c00	38	NO_MATCH	redimit .26, 96 xi
p038-c00	50	NO_MATCH	| reeminet 25, 20” Ti
p038-c00	57	NO_MATCH	referió 71, 71 ri
p038-c00	58	NO_MATCH	yefersus v. reversus n
p038-c01	1	NO_MATCH	— 107 -
p038-c01	4	NO_MATCH	jfügit 26, 25° | rema
p038-c01	5	NO_MATCH	fügit 20, 99 | reme
p038-c01	10	NO_MATCH	(fulsit 72, 6 | reme
p038-c01	15	NO_MATCH	'gelat 110, 45 Remi
p038-c01	19	NO_MATCH	‘gio 38, 22 remii
p038-c01	21	NO_MATCH	'gionosus 38, 23 remi:
p038-c01	25	NO_MATCH	'enante in perpetuo Domino | remo
p038-c01	29	NO_MATCH	138 remo
p038-c01	34	NO_MATCH	137 remq
p038-c01	36	NO_MATCH	:greditur 44, 52 remu
p038-c01	39	NO_MATCH	:gulus 27, 74 Renn
p038-c01	41	NO_MATCH	à 2,53; 8,31 remu
p038-c01	43	NO_MATCH	à familiantas 35, 97 | renat
p038-c01	78	NO_MATCH	"naneipat 44, 22 | repe
p038-c02	3	NO_MATCH	net, 30, 43 repenie
p038-c02	18	NO_MATCH	'rat 89, 72 repolit §
p038-c02	45	NO_MATCH	üt 74, 65 repurgat
p038-c02	49	NO_MATCH	us (4, 70% requies |
p038-c02	51	NO_MATCH	is (4, 76° | requievit
p038-c02	55	NO_MATCH	üt 113, 63 rer 14, ¢
p038-c02	65	NO_MATCH	14, 70 | res 17, 1
p038-c02	71	NO_MATCH	ND | reseiscit
p038-c02	77	NO_MATCH	1,91 bus di
