source_column	line_no	reason	line
p018-c03	42	NO_MATCH	. 40, 30”
p018-c03	43	NO_MATCH	82, 62
p018-c03	48	NO_MATCH	56, 23
p018-c03	50	NO_MATCH	108, 100
p018-c03	51	NO_MATCH	104, 84
p018-c03	52	NO_MATCH	LO4, 83
p018-c03	53	NO_MATCH	3
p018-c03	54	NO_MATCH	1, 58
p018-c03	56	NO_MATCH	116, 50
p018-c03	57	NO_MATCH	116,51
p018-c03	58	NO_MATCH	116, 29
p018-c03	59	NO_MATCH	,91; 94, 1
p018-c03	60	NO_MATCH	6, 54
p018-c03	61	NO_MATCH	5, 23
p018-c03	62	NO_MATCH	0, 26
p018-c03	64	NO_MATCH	26, 30
p018-c03	67	NO_MATCH	SU
p018-c03	68	NO_MATCH	72, tu"
p018-c03	70	NO_MATCH	2,1
p018-c03	72	NO_MATCH	13,8
p018-c03	74	NO_MATCH	12. 15
p018-c03	75	NO_MATCH	[323.14 |
p018-c03	76	NO_MATCH	3.11 |
p018-c03	78	NO_MATCH	18b H8)
p018-c03	79	NO_MATCH	3,18 |
p018-c03	80	NO_MATCH	12,19 !
p018-c03	85	NO_MATCH	Sas |
p019-c00	48	NO_MATCH	6.
p019-c00	53	NO_MATCH	124,80; 121,45;
p019-c00	60	NO_MATCH	58; 127, 43; 13:
p019-c00	69	NO_MATCH	(Gaius Fannius 116,
p019-c00	72	NO_MATCH	' Gaius Verres 116, 2
p019-c01	3	NO_MATCH	‘Galaticus 88, 89
p019-c01	4	NO_MATCH	; Galba 38, 88
p019-c01	6	NO_MATCH	galenum v. calenum
p019-c01	9	NO_MATCH	126, 139; 132, 124
p019-c01	12	NO_MATCH	124,5; 126,158; 12°
p019-c01	13	NO_MATCH	131, 123
p019-c01	28	NO_MATCH	gánnapum v. gaunacum
p019-c01	29	NO_MATCH	! gausapum 97, 96
p019-c01	33	NO_MATCH	Geb corr. Seb vel Zeb
p019-c01	34	NO_MATCH	! Gebal 123, 242
p019-c01	36	NO_MATCH	' Gedeon 119, 88%; 121,
p019-c01	37	NO_MATCH	194, 95; 125, 59; 1
p019-c01	38	NO_MATCH	' 57; 151, 60
p019-c01	39	NO_MATCH	. gehenna 69, 35°; 127, |
p019-c01	40	NO_MATCH	'Gelasius 116, 53
p019-c01	44	NO_MATCH	_gemellus 61, 99
p019-c01	46	NO_MATCH	. gemiscit 61, 95
p019-c01	52	NO_MATCH	58 | generalis 95, 41
p019-c01	53	NO_MATCH	31, 83 generat 28, 56
p019-c01	54	NO_MATCH	3,243; generosus 95, 10
p019-c01	55	NO_MATCH	131,84 | genesalia 58, 95
p019-c01	58	NO_MATCH	,genesius 58,94?
p019-c01	61	NO_MATCH	8; 125, | genetrix 28, 58
p019-c01	62	NO_MATCH	, 42 genialis 28, 61
p019-c01	66	NO_MATCH	‘gems 28, 65
p019-c01	69	NO_MATCH	‘genus 28,55
p019-c01	71	NO_MATCH	37 ‘geometrum 90, 54
p019-c01	72	NO_MATCH	, 49 Gergesaeus (Gergeseus) :
p019-c01	73	NO_MATCH	8*; 124, 132; 125, 1
p019-c01	74	NO_MATCH	5 /— 181,74
p019-c02	1	NO_MATCH	8 mm
p019-c02	8	NO_MATCH	, germanus 233, 94; 86, 23
p019-c02	9	NO_MATCH	, 06; germen 105, 65
p019-c02	12	NO_MATCH	39; Gervasii 128, 32
p019-c02	13	NO_MATCH	(,38;; ges 17, 11
p019-c02	15	NO_MATCH	(,4 | gestat 26, 76
p019-c02	17	NO_MATCH	gesticulatur (— or?) 26, 78
p019-c02	37	NO_MATCH	52; | gliris 109, 7
p019-c02	38	NO_MATCH	27, | gliscit 92, 47
p019-c02	40	NO_MATCH	23 | glomus 110, 39
p019-c02	44	NO_MATCH	122,172
p019-c02	58	NO_MATCH	| Golgatha (Golgotha) 119.
p019-c02	59	NO_MATCH	85; 125,113; 131, 97
p019-c02	63	NO_MATCH	131, 96
p019-c02	67	NO_MATCH	. Gorgon 116, 51
p019-c02	68	NO_MATCH	'Gorgonius 116, 49
p019-c02	70	NO_MATCH	! gorum 17, 19
p019-c02	72	NO_MATCH	, grabatum 101, 25
p019-c02	73	NO_MATCH	[20, Gracchus 116, 42
p019-c02	74	NO_MATCH	06; gracilis 40, 74
p019-c02	75	NO_MATCH	, gracilissimus 40, 16
p019-c03	3	NO_MATCH	, gradarius 44, 45
p019-c03	30	NO_MATCH	» grande malum 60, 66”
p019-c03	36	NO_MATCH	grandis modis (?) 60, 64
p019-c03	38	NO_MATCH	grandismodis pecunia (?) 60,
p019-c03	40	NO_MATCH	66
p019-c03	89	NO_MATCH	17, 16
p019-c03	110	NO_MATCH	| guridus 62, 13
p019-c03	112	NO_MATCH	(gus 17, 17 |
p019-c03	126	NO_MATCH	'gymnosophistes 108, 15
p020-c00	1	NO_MATCH	H. |.
p020-c00	4	NO_MATCH	119; 125, 92 |
p020-c00	14	NO_MATCH	habitudo v. hebetudo
p020-c00	25	NO_MATCH	haebicadium v. hemicadium |
p020-c00	38	NO_MATCH	97, 55"
p020-c00	43	NO_MATCH	4 hancine 8, 92 |
p020-c00	74	NO_MATCH	le TUERI]
p020-c00	75	NO_MATCH	Comm, not. tir.
p020-c01	1	NO_MATCH	—5: ds)
p020-c01	18	NO_MATCH	Heliachim116,70*; 132,135 | Hie
p020-c01	21	NO_MATCH	138 4
p020-c01	25	NO_MATCH	Helisabeth (v. Elisabeth) e
p020-c01	27	NO_MATCH	116, 74° | Hie
p020-c01	28	NO_MATCH	Helisaeus (Helisens v. Eli- | Hie
p020-c01	39	NO_MATCH	Henoch v. Enoc | Me
p020-c01	44	NO_MATCH	Herba v. Herbita Ep
p020-c01	59	NO_MATCH	her ££, 81 Hip
p020-c01	60	NO_MATCH	herix rv. ceryx hip)
p020-c01	67	NO_MATCH	132, 157 Hir
p020-c01	71	NO_MATCH	Hesdras r. Esdras hin
p020-c01	73	NO_MATCH	hesternum ££, 82 his
p020-c01	80	NO_MATCH	hibria (?) 92, 52* His
p020-c02	1	NO_MATCH	hispida
p020-c02	6	NO_MATCH	MSS ip historio
p020-c02	8	NO_MATCH	- faciunt — notas SA
p020-c02	9	NO_MATCH	) 123,269; 197,1; histrio
p020-c02	13	NO_MATCH	umaea (7. Idunaea) 123, | po
p020-c02	14	NO_MATCH	623 *-
p020-c02	16	NO_MATCH	B e Y | holerati
p020-c02	18	NO_MATCH	— (v. Ieremias) 121, es
p020-c02	19	NO_MATCH	à i 29; holus 1
p020-c02	21	NO_MATCH	: mni (s 1 ae
p020-c02	22	NO_MATCH	at r. Hieronymus (?) s
p020-c02	23	NO_MATCH	[ € 9 M
p020-c02	25	NO_MATCH	rohoam. v. feroboam | dk
p020-c02	27	NO_MATCH	oherix v. Hüeispenmys ponis
p020-c02	31	NO_MATCH	aaa honorat
p020-c02	33	NO_MATCH	osalpinetes QUT, ib ono
p020-c02	37	NO_MATCH	u v. Iehu . |"
p020-c02	40	NO_MATCH	LP n , horreur
p020-c02	41	NO_MATCH	€ as ' horxibil
p020-c02	42	NO_MATCH	turges (?) 88,1 n
p020-c02	43	NO_MATCH	imum r. cleaners cane
p020-c02	44	NO_MATCH	ba(?) 99, 78 a
p020-c02	45	NO_MATCH	ülear 116, 56 » rs
p020-c02	46	NO_MATCH	üleo 116, 57 aria
p020-c02	47	NO_MATCH	mm ; horum
p020-c02	53	NO_MATCH	j»dama Muh 2 9 Mad
p020-c02	54	NO_MATCH	podamus TUS ee wx
p020-c02	56	NO_MATCH	»omanes 108, 37 iba
p020-c02	57	NO_MATCH	pomenes me hostieu.
p020-c02	67	NO_MATCH	4,23; 11, 26; 19, mW.
p020-c02	68	NO_MATCH	- 1 huiusce
p020-c02	69	NO_MATCH	STER, huiusee
p020-c02	70	NO_MATCH	ME huiusm
p020-c02	71	NO_MATCH	S: 5 !huiusni
p020-c02	72	NO_MATCH	a "n i. huins |
p020-c02	75	NO_MATCH	panus m5, 56
p020-c03	3	NO_MATCH	85, 60
p020-c03	4	NO_MATCH	16, 16
p020-c03	6	NO_MATCH	grafus Th, 18
p020-c03	7	NO_MATCH	85, 61
p020-c03	10	NO_MATCH	Bd
p020-c03	11	NO_MATCH	76
p020-c03	13	NO_MATCH	4A, 78
p020-c03	19	NO_MATCH	04, 24
p020-c03	21	NO_MATCH	à 55,11
p020-c03	22	NO_MATCH	'0, 37
p020-c03	25	NO_MATCH	ins ». omousius
p020-c03	30	NO_MATCH	33, 81
p020-c03	34	NO_MATCH	"polis ». orchitopoles
p020-c03	36	NO_MATCH	188L 259
p020-c03	39	NO_MATCH	14, 95
p020-c03	40	NO_MATCH	à 96, 13
p020-c03	42	NO_MATCH	s T4, 96
p020-c03	46	NO_MATCH	104, 22
p020-c03	47	NO_MATCH	17, 32
p020-c03	48	NO_MATCH	83; 17,28
p020-c03	50	NO_MATCH	s, 89
p020-c03	52	NO_MATCH	Jn
p020-c03	53	NO_MATCH	66, 91
p020-c03	56	NO_MATCH	> 18,8307
p020-c03	57	NO_MATCH	lus £8, 40
p020-c03	58	NO_MATCH	(o n4. 12
p020-c03	59	NO_MATCH	48, 41
p020-c03	60	NO_MATCH	is, 59
p020-c03	61	NO_MATCH	41
p020-c03	62	NO_MATCH	. 42
p020-c03	63	NO_MATCH	38
p020-c03	64	NO_MATCH	Il: m 10
p020-c03	66	NO_MATCH	12)
p020-c03	67	NO_MATCH	[. 31
p020-c03	68	NO_MATCH	(4,33
p020-c03	71	NO_MATCH	(4,24
p020-c03	76	NO_MATCH	Qs)
p021-c00	9	NO_MATCH	hupicum v. opicum
p021-c00	30	NO_MATCH	labin v. Zabin
p021-c00	36	NO_MATCH	29; 125,30; 131
p021-c00	38	NO_MATCH	19a We, OR
p021-c00	39	NO_MATCH	129, 45; 132, 16:
p021-c00	44	NO_MATCH	125,97; 131, 69
p021-c00	53	NO_MATCH	ianctat v. lentai
p021-c00	54	NO_MATCH	ianctaculum v. lenta
p021-c00	55	NO_MATCH	iauctator v. ientator
p021-c00	63	NO_MATCH	Iafeth (Iapeth Iaphe
p021-c00	64	NO_MATCH	12; 124,60; 1
p021-c00	65	NO_MATCH	127, 34; 131, 18
p021-c00	67	NO_MATCH	9; 131, 11
p021-c01	4	NO_MATCH	‘icon 78, 11
p021-c01	6	NO_MATCH	; iconium 78, 12
p021-c01	7	NO_MATCH	‘ictericus 111, 69
p021-c01	8	NO_MATCH	‘ictus 67, 24
p021-c01	10	NO_MATCH	' |dacia 86, 77
p021-c01	15	NO_MATCH	1 debuit 16, 10
p021-c01	17	NO_MATCH	Idensiaeus (?) 93, 61
p021-c01	24	NO_MATCH	21 Eu 58, 79*
p021-c01	36	NO_MATCH	‘idus maias 63,8
p021-c01	37	NO_MATCH	8; 191, idus martias 63, 6
p021-c01	38	NO_MATCH	,34 |idus novembres 63, 14
p021-c01	39	NO_MATCH	5; 124, | idus octobres 623, 13
p021-c01	40	NO_MATCH	[27, 8; idus quinüles 63, 16
p021-c01	41	NO_MATCH	! idus septembres 65, 12
p021-c01	45	NO_MATCH	, 124; iecit 19, 12
p021-c01	51	NO_MATCH	/2, 166 ientat 103, 6
p021-c01	52	NO_MATCH	2, 165 | ientator 103, 7
p021-c01	54	NO_MATCH	^— 194,99; 125,61; 131
p021-c01	55	NO_MATCH	, leremias 124, 109; 125,
p021-c01	56	NO_MATCH	culum | 127, 87; 139, 42
p021-c01	58	NO_MATCH	' Ieroboam 119, 76°; 120
p021-c01	59	NO_MATCH	(0 124,101; 125,71; 131
p021-c01	62	NO_MATCH	131, 85
p021-c01	66	NO_MATCH	25,17; amt
p021-c01	68	NO_MATCH	2: 125, | ig 18, 68
p021-c01	71	NO_MATCH	pe: 91, 78
p021-c01	72	NO_MATCH	68 jignavus 91, 77
p021-c02	1	NO_MATCH	iin.
p021-c02	10	NO_MATCH	ignorantüam 69, 81*
p021-c02	13	NO_MATCH	, ignosci 17, 95
p021-c02	16	NO_MATCH	‘ignovit 47, 96
p021-c02	18	NO_MATCH	/ii 1,81
p021-c02	29	NO_MATCH	(dium 78, 54°
p021-c02	31	NO_MATCH	(dla 7, 84
p021-c02	42	NO_MATCH	1 | illic 8,97
p021-c02	49	NO_MATCH	‘illo 7, 83
p021-c02	52	NO_MATCH	‘illoram 8, 22
p021-c02	62	NO_MATCH	[illud tempus 20, 33*
p021-c02	82	NO_MATCH	‘imbecillis 68, 66
p021-c02	86	NO_MATCH	56; imbuit 68, 67
p021-c02	87	NO_MATCH	, 22 imini 14,7
p021-c02	88	NO_MATCH	81;. imino 14, 13
p021-c02	89	NO_MATCH	, imitatur 80, 69
p021-c02	91	NO_MATCH	(71; ,immolat 71, 63
p021-c02	92	NO_MATCH	, 24 | imperat 38, GO
p021-c02	94	NO_MATCH	64; imperator Ántoninns 39, 21
p021-c02	96	NO_MATCH	imperator Augustus Caesai
p021-c02	97	NO_MATCH	1, G9 . Germanicus 38, 69
p021-c02	98	NO_MATCH	60, imperator Augustus Ger
p021-c02	100	NO_MATCH	. manuicus 38, 68
p021-c02	102	NO_MATCH	,imperator Caesar 38, 62
p021-c02	104	NO_MATCH	, imperator Caesar Augustu:
p021-c02	106	NO_MATCH	, Germanicus 38, 10
p021-c02	107	NO_MATCH	imperator Caesar Augustu:
p021-c02	109	NO_MATCH	Germanicus pontifex ma.
p021-c02	110	NO_MATCH	ximus, tribuniciae pote
p021-c03	1	NO_MATCH	! imperator Germanicus 38, 66
p021-c03	2	NO_MATCH	"imperator Hadrianus 39, 16
p021-c03	4	NO_MATCH	1 | imperator Titus 38, 96
p021-c03	7	NO_MATCH	) | imperialis 38, 59
p021-c03	10	NO_MATCH	imperüt 66, ¢0
p021-c03	26	NO_MATCH	in África 84, 73
p021-c03	27	NO_MATCH	(in agro 37,29
p021-c03	32	NO_MATCH	(in animo 27, 68
p021-c03	41	NO_MATCH	(in breviarmm 4, 41°
p021-c03	46	NO_MATCH	[im capite 44, 11?
p021-c03	62	NO_MATCH	. | incessit 11, 19
p021-c03	63	NO_MATCH	| incestum 42, 86
p021-c03	65	NO_MATCH	-|in choro 106, 81?
p021-c03	70	NO_MATCH	;| incipit 10, 60
p021-c03	72	NO_MATCH	.|incisus 11, 64 .
p021-c03	75	NO_MATCH	I
p021-c03	76	NO_MATCH	g
p022-c00	2	NO_MATCH	. inclinat 66, 73 Y
p022-c00	26	NO_MATCH	: in conspectu hominum 26,55 | ib
p022-c00	49	NO_MATCH	] incumbit 81,39 |i
p022-c00	55	NO_MATCH	[| ineusat 30, 71 E
p022-c00	59	NO_MATCH	‘| mdagat 55,7 i
p022-c00	72	NO_MATCH	in dicione £3, 54 i
p022-c01	1	NO_MATCH	——— ll
p022-c01	14	NO_MATCH	1 discipulatu 53, 86° | infin
p022-c01	18	NO_MATCH	1 divisione 77, 10 infin
p022-c01	19	NO_MATCH	1 divisione fratrum 77, 12 | infin
p022-c01	38	NO_MATCH	ndus v. Indas | infus
p022-c01	54	NO_MATCH	ners (?) 53, 20 in G
p022-c02	5	NO_MATCH	1 3B, 3 inicunm -
p022-c02	25	NO_MATCH	33, 13 | iniuria ;
p022-c02	57	NO_MATCH	ditur £4, 51 in menti
p022-c02	59	NO_MATCH	üt 89, 80 inmeren:
p022-c02	69	NO_MATCH	erusalem60,32;119,39* inmobili:
p022-c03	3	NO_MATCH	16, 31
p022-c03	4	NO_MATCH	109
p022-c03	5	NO_MATCH	1, BY)
p022-c03	6	NO_MATCH	[, 73
p022-c03	9	NO_MATCH	2, 49
p022-c03	10	NO_MATCH	.10
p022-c03	14	NO_MATCH	36, 4
p022-c03	17	NO_MATCH	m at, 32
p022-c03	19	NO_MATCH	ne flumina (— ne)
p022-c03	20	NO_MATCH	)("
p022-c03	24	NO_MATCH	9
p022-c03	25	NO_MATCH	. 97, A0
p022-c03	27	NO_MATCH	67, 46
p022-c03	29	NO_MATCH	y gu
p022-c03	30	NO_MATCH	0 pubtico 60,5
p022-c03	31	NO_MATCH	30, 26; 60, 73
p022-c03	32	NO_MATCH	32, HY
p022-c03	35	NO_MATCH	59, 51
p022-c03	39	NO_MATCH	60, 74
p022-c03	41	NO_MATCH	1 92,8)
p022-c03	43	NO_MATCH	12,7
p022-c03	45	NO_MATCH	112, 10
p022-c03	47	NO_MATCH	1,88
p022-c03	49	NO_MATCH	57, 87
p022-c03	50	NO_MATCH	j0, 16%
p022-c03	51	NO_MATCH	10, 16*
p022-c03	53	NO_MATCH	75, 45
p022-c03	58	NO_MATCH	82, 23
p022-c03	59	NO_MATCH	12, D2
p022-c03	61	NO_MATCH	wos, 8g?
p022-c03	68	NO_MATCH	30, 16
p022-c03	73	NO_MATCH	n (2,65
p022-c03	74	NO_MATCH	^ 49, AT
p022-c03	75	NO_MATCH	om vénit 49,58
p022-c03	77	NO_MATCH	59, 10
p022-c03	83	NO_MATCH	02, BS
p022-c03	85	NO_MATCH	25, 18
p022-c03	87	NO_MATCH	30, 78
p022-c03	88	NO_MATCH	Pate!
p022-c03	90	NO_MATCH	23, 40°
p022-c03	91	NO_MATCH	TERES
p022-c03	92	NO_MATCH	23,17
p022-c03	93	NO_MATCH	51, 11
p022-c03	99	NO_MATCH	Do
p023-c00	18	NO_MATCH	in nostra praesentia
p023-c00	19	NO_MATCH	122, 207
p023-c00	30	NO_MATCH	in occulto TO, 4?
p023-c00	38	NO_MATCH	1 non solet 16, 13
p023-c00	53	NO_MATCH	inpatiens $2, 51
p023-c00	70	NO_MATCH	in periculo maximo
p023-c00	72	NO_MATCH	in perpetuum TO, 1
p023-c01	1	NO_MATCH	‘inpiget 89, 74?
p023-c01	2	NO_MATCH	,inpingit 66, 15
p023-c01	4	NO_MATCH	13. | inplanat 48, 52
p023-c01	7	NO_MATCH	‘inplet 29, 15
p023-c01	8	NO_MATCH	; Inplicat. 76, 5
p023-c01	9	NO_MATCH	‘inplorat 74, 18
p023-c01	10	NO_MATCH	! inponit. 23, 62
p023-c01	11	NO_MATCH	‘in popina 95, 96
p023-c01	12	NO_MATCH	‘inportat 7, 22
p023-c01	13	NO_MATCH	‘inportunus 89, 52
p023-c01	15	NO_MATCH	22, 153 | in posterum 51, 91
p023-c01	17	NO_MATCH	22,205 | inpotens 41, 16
p023-c01	18	NO_MATCH	veniens | inpubis 90, 67
p023-c01	21	NO_MATCH	‘in praesentia nostra 122,
p023-c01	29	NO_MATCH	^ | dnprimit 24, 8
p023-c01	30	NO_MATCH	‘in principio 52,15
p023-c01	32	NO_MATCH	‘inproperat 57, 73°
p023-c01	36	NO_MATCH	'inprovidus 25, 46
p023-c01	37	NO_MATCH	; inproviso 43, 68^
p023-c01	38	NO_MATCH	, inprudens 52,53
p023-c01	39	NO_MATCH	. inprudenüssimus 52, 5.
p023-c01	41	NO_MATCH	‘in publico iudicio 60, (
p023-c01	43	NO_MATCH	' inpudet 52. 13*
p023-c01	48	NO_MATCH	22,175 inpulsus 50, 63
p023-c01	49	NO_MATCH	51 ‘inpunit 66, 54
p023-c01	60	NO_MATCH	inquonabulum r. inquin
p023-c01	61	NO_MATCH	lam
p023-c01	63	NO_MATCH	‘in quorum praesentia
p023-c01	64	NO_MATCH	157
p023-c01	65	NO_MATCH	'inqurvab 91, 74*
p023-c01	68	NO_MATCH	) in regno 122,135
p023-c01	70	NO_MATCH	60, 21 inremeabilis 80, 44
p023-c01	71	NO_MATCH	inreprobabilis (?) 19, 10
p023-c01	72	NO_MATCH	;in republica 5, 71; 59
p023-c01	74	NO_MATCH	(dnrigat 73, 33
p023-c02	1	NO_MATCH	92
p023-c02	2	NO_MATCH	‘inriguum 73, 32
p023-c02	3	NO_MATCH	‘inritat 94, 25
p023-c02	7	NO_MATCH	8 inrumpit 46, 644
p023-c02	8	NO_MATCH	,inrupit 46, 64*
p023-c02	12	NO_MATCH	^in sagina 98, 22
p023-c02	13	NO_MATCH	,insanies 74, 10?
p023-c02	20	NO_MATCH	,inscus 21,87
p023-c02	22	NO_MATCH	206 | inseribit 6, 90
p023-c02	23	NO_MATCH	204 inscripsit 7, 2
p023-c02	25	NO_MATCH	‘insectatur 19, 27
p023-c02	28	NO_MATCH	222 in sempiternum 7, 13
p023-c02	36	NO_MATCH	‘inserit 57, 94
p023-c02	39	NO_MATCH	,insevit 57, 38
p023-c02	42	NO_MATCH	, insidiae 29, 84
p023-c02	48	NO_MATCH	‘in Sion 58,588; 119,61*
p023-c02	51	NO_MATCH	“insitnm 21,42
p023-c02	58	NO_MATCH	‘insorbit 103, 86*
p023-c02	63	NO_MATCH	,inspirat 53, 97
p023-c02	64	NO_MATCH	122, inspurcat 52, 22
p023-c02	67	NO_MATCH	6 instagnat 113, 77
p023-c02	70	NO_MATCH	36 — insligat 55, 11
p023-c02	72	NO_MATCH	O0? instilit 24, 57
p023-c02	73	NO_MATCH	, 95 institor. 55, 13
p023-c03	9	NO_MATCH	| insuavis 21, 55
p023-c03	24	NO_MATCH	‘int 15, 65
p023-c03	26	NO_MATCH	[intellegit 25, 79
p023-c03	37	NO_MATCH	3nteranea 78, 54
p023-c03	48	NO_MATCH	linter cives et peregrinos
p023-c03	49	NO_MATCH	| 67, 60
p023-c03	50	NO_MATCH	inter cives, peregrinos 6 7,59"
p023-c03	53	NO_MATCH	, interdicit 6, 67 |
p023-c03	54	NO_MATCH	,interdidit 12, 79" |
p023-c03	58	NO_MATCH	interémit 27,5
p023-c03	65	NO_MATCH	interiit, 13, 12 |
p023-c03	75	NO_MATCH	[
p024-c00	5	NO_MATCH	59* (d
p024-c00	18	NO_MATCH	intervénit 20, 45 i
p024-c00	50	NO_MATCH	; imtroitus 51, 66 m
p024-c00	52	NO_MATCH	! intromissus 23, 404 ic
p024-c00	75	NO_MATCH	1 Comm. not. tir.
p024-c01	1	NO_MATCH	T5
p024-c01	2	NO_MATCH	nuülis 24, 95 | iore
p024-c01	15	NO_MATCH	nvénit 20, 44 | i
p024-c01	17	NO_MATCH	»ventus 20, 59 1:
p024-c01	50	NO_MATCH	1 vulgo 42, 90 | Isis |
p024-c01	51	NO_MATCH	17, 58 Ismà
p024-c01	53	NO_MATCH	)cinera 79, 14 am
p024-c01	54	NO_MATCH	/icosus 15, 81 , Isma
p024-c01	55	NO_MATCH	'cundus 30, 2 12
p024-c01	59	NO_MATCH	113; 125,85; 152,145 Ispan
p024-c01	61	NO_MATCH	14; 124, 24; 195, 91; Israh
p024-c01	62	NO_MATCH	121,9; 199, 46 ista |
p024-c01	64	NO_MATCH	125, 122 Istae
p024-c01	68	NO_MATCH	125, 88; 132, 148 Istha
p024-c01	71	NO_MATCH	181, 118 sti §
p024-c02	2	NO_MATCH	15,3 istorum
p024-c02	3	NO_MATCH	15,4 [istos 8,
p024-c02	5	NO_MATCH	15, 5 ‘isium 8
p024-c02	7	NO_MATCH	[7, 39 | Isubrius
p024-c02	9	NO_MATCH	90; 131, 67 ita 2, ]
p024-c02	11	NO_MATCH	/1, 44; 124, 148; 125, | Italia te
p024-c02	12	NO_MATCH	/s 131,47 . ; Italicus
p024-c02	14	NO_MATCH	j1, 66 |j tane 2,
p024-c02	15	NO_MATCH	» 121, 78; 124, 91; itaque &
p024-c02	16	NO_MATCH	5,54; 127,56; 131,59 | ita tame
p024-c02	17	NO_MATCH	. 81, 64 rita tand
p024-c02	19	NO_MATCH	optimusmaximus81,79 ita uti
p024-c02	20	NO_MATCH	8, 70 ita uti i
p024-c02	23	NO_MATCH	[S, 71 iem 3,
p024-c02	24	NO_MATCH	&), ao itemque
p024-c02	25	NO_MATCH	L2, 99 | iter 38,
p024-c02	30	NO_MATCH	3, 8T | ito 15,:
p024-c02	31	NO_MATCH	5,8 itur 13,
p024-c02	32	NO_MATCH	13, 81 PEDE
p024-c02	35	NO_MATCH	3, 38 | iuctus 5
p024-c02	36	NO_MATCH	4, 23°; 120,67; 121, | Iuda 121
p024-c02	37	NO_MATCH	; 125,26; 131, 33 | 35; 1.
p024-c02	39	NO_MATCH	4,76; 125,36; 131,40 | Iudaeus
p024-c02	40	NO_MATCH	121, 67 | Tudaicus
p024-c02	41	NO_MATCH	132, 140; ve. Esaias | ludas 1:
p024-c02	42	NO_MATCH	114,2 UBS) &
p024-c02	44	NO_MATCH	ieus B84, 7 | iudicio qj
p024-c02	47	NO_MATCH	1 3, 93 Iudieum
p024-c02	48	NO_MATCH	33, 9 ludith 1
p024-c02	50	NO_MATCH	1 (IsmaheT) 120, 31; iugalis 5
p024-c02	51	NO_MATCH	1, 33; 124, 69; 125, ingerum
p024-c02	52	NO_MATCH	; 181, 36 ingulat-
p024-c02	54	NO_MATCH	0,32; 124, 70; 125,28 Iugurtha
p024-c02	60	NO_MATCH	(86 iunctura
p024-c02	61	NO_MATCH	8, 96 juncim -
p024-c02	62	NO_MATCH	8, 13 iungit 0i
p024-c02	63	NO_MATCH	8,57 iunior 3.
p024-c02	65	NO_MATCH	8.3 Iuno 81.
p024-c02	69	NO_MATCH	, 41 lupiter
p024-c02	70	NO_MATCH	8,98 31.71
p024-c02	71	NO_MATCH	8. 100 iuramenti
p024-c02	72	NO_MATCH	8, 40 inrat 30,
p024-c02	73	NO_MATCH	8, 1? inrationis
p024-c02	74	NO_MATCH	BED imveiuran
p024-c03	2	NO_MATCH	8, 24
p024-c03	3	NO_MATCH	2
p024-c03	4	NO_MATCH	94
p024-c03	5	NO_MATCH	, 06
p024-c03	6	NO_MATCH	6, 18
p024-c03	7	NO_MATCH	81, 40
p024-c03	8	NO_MATCH	4; 28,31
p024-c03	9	NO_MATCH	1
p024-c03	10	NO_MATCH	i, 98!
p024-c03	11	NO_MATCH	rrà 34,97
p024-c03	12	NO_MATCH	37, 30
p024-c03	13	NO_MATCH	7, 38
p024-c03	14	NO_MATCH	19
p024-c03	15	NO_MATCH	, 13
p024-c03	18	NO_MATCH	17
p024-c03	19	NO_MATCH	2, 18
p024-c03	21	NO_MATCH	2, 14
